name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
CLARA BYRD BAKER ELEMENTARY SCHOOL,"3131 IRONBOUND RD WILLIAMSBURG, VA 23185",False,102 - BERKELEY B - 0000,False,-76.76564,37.2483,
GRACE BAPTIST CHURCH,"1013 PENNIMAN RD WILLIAMSBURG, VA 23185-5450",False,503 - ROBERTS C - 0000,False,-76.66722,37.2648,
HICKORY NECK EPISCOPAL CHURCH,"8300 RICHMOND RD TOANO, VA 23168",False,401 - STONEHOUSE A - 0000,False,-76.80377,37.39253,
HORNSBY MIDDLE SCHOOL,"850 JOLLY POND RD WILLIAMSBURG, VA 23188",False,301 - POWHATAN A - 0000,False,-76.80605,37.33366,
JAMES CITY COUNTY FIRE ADMIN BUILDING,"5077 JOHN TYLER HWY WILLIAMSBURG, VA 23185",False,104- BERKELEY D - 0001,False,-76.74444,37.25675,
JAMES CITY COUNTY RECREATION CENTER,"5301 LONGHILL RD WILLIAMSBURG, VA 23188",False,"202 - JAMESTOWN B - 0001, 202 - JAMESTOWN B - 0000",False,-76.73627,37.29767,
JAMES RIVER ELEMENTARY SCHOOL,"8901 POCAHONTAS TRL WILLIAMSBURG, VA 23185",False,501 - ROBERTS A - 0000,False,-76.61717,37.20933,
JAMESTOWN HIGH SCHOOL,"3751 JOHN TYLER HWY WILLIAMSBURG, VA 23185",False,101 - BERKELEY A - 0000,False,-76.78919,37.25069,
KING OF GLORY LUTHERAN CHURCH,"4897 LONGHILL RD WILLIAMSBURG, VA 23188",False,204 - JAMESTOWN D - 0000,False,-76.75141,37.30263,
LAFAYETTE HIGH SCHOOL,"4460 LONGHILL RD WILLIAMSBURG, VA 23188",False,302 - POWHATAN B - 0000,False,-76.76331,37.31834,
LAUREL LANE ELEMENTARY SCHOOL,"112 LAUREL LN WILLIAMSBURG, VA 23185",False,"504 - ROBERTS D - 0001, 504 - ROBERTS D - 0000",False,-76.7326,37.24789,
LEGACY HALL,"4301 NEW TOWN AVE WILLIAMSBURG, VA 23185",False,201 - JAMESTOWN A - 0000,False,-76.74234,37.27969,
MATOAKA ELEMENTARY SCHOOL,"4001 BRICK BAT RD WILLIAMSBURG, VA 23188",False,103 - BERKELEY C - 0000,False,-76.81745,37.27627,
MT. GILEAD BAPTIST CHURCH,"8660 POCAHONTAS TRL WILLIAMSBURG, VA 23185",False,502 - ROBERTS B - 0000,False,-76.62448,37.22258,
NORGE ELEMENTARY SCHOOL,"7311 RICHMOND RD WILLIAMSBURG, VA 23188-7221",False,402 - STONEHOUSE B - 0000,False,-76.76945,37.36431,
STONEHOUSE ELEMENTARY SCHOOL,"3651 ROCHAMBEAU DR WILLIAMSBURG, VA 23188",False,403 - STONEHOUSE C - 0403,False,-76.79449,37.39489,
TOANO MIDDLE SCHOOL,"7817 RICHMOND RD TOANO, VA 23168",False,303 - POWHATAN C - 0000,False,-76.8005,37.37643,
UPWARD CHURCH,"3687 IRONBOUND RD WILLIAMSBURG, VA 23188",False,203 - JAMESTOWN C - 0000,False,-76.76115,37.26518,
WARHILL HIGH SCHOOL,"4615 OPPORTUNITY WAY WILLIAMSBURG, VA 23188",False,304 - POWHATAN D - 0000,False,-76.7565,37.33248,
