name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
ARARAT RURITAN BUILDING,"4711 ARARAT HWY ARARAT, VA 24053-3402",False,101 - ARARAT - 0000,False,-80.51587,36.59572,
CLAUDVILLE COMMUNITY BUILDING,"1828 RED BANK SCHOOL RD CLAUDVILLE, VA 24076",False,102 - CLAUDVILLE - 0000,False,-80.42389,36.58164,
FAIRYSTONE FIRE STATION,"6687 FAIRYSTONE PARK HWY STUART, VA 24171-3138",False,502 - ELAMSVILLE - 0000,False,-80.14498,36.77314,
HARDIN REYNOLDS ELEM SCHOOL,"3597 DOGWOOD ROAD CRITZ, VA 24082",False,301 - CRITZ/STELLA - 0000,False,-80.14556,36.6313,
MEADOWS OF DAN COMMUNITY BLDG,"2858 JEB STUART HIGHWAY MEADOWS OF DAN, VA 24120",False,401 - MEADOWS OF DAN - 0000,False,-80.40321,36.73518,
PATRICK HENRY FIRE DEPARTMENT,"3125 COUNTY LINE ROAD PATRICK SPRINGS, VA 24133",False,302 - LIBERTY - 0000,False,-80.08524,36.70529,
PATRICK SPRINGS FIRE STATION,"181 SPRING ROAD PATRICK SPRINGS, VA 24133",False,202 - PATRICK SPRINGS - 0000,False,-80.19886,36.63608,
PETERS CREEK COMMUNITY BLDG,"2130 DRY POND HWY STUART, VA 24171-3625",False,201 - DRY POND - 0000,False,-80.34544,36.58322,
Patrick County Registrar Office,106 RUCKER STREET RM 216 STUART VA 24171,True,Locality wide location,False,-80.27138,36.64233,
RUSSELL CREEK COMMUNITY BLDG,"1808 AYERS ORCHARD RD STUART, VA 24171-2560",False,203 - RUSSELL CREEK - 0000,False,-80.20906,36.56573,
SMITH RIVER RESCUE SQUAD,"9962 WOOLWINE HIGHWAY WOOLWINE, VA 24185",False,503 - WOOLWINE - 0000,False,-80.27434,36.78784,
STUART COMMUNITY CENTER,"212 JOHNSON STREET STUART, VA 24171",False,"501 - STUART COMMUNITY - 0001, 501 - STUART COMMUNITY - 0000",False,-80.27098,36.6462,
STUART FAIRGROUND HOOKER BLDG,"420 WOODLAND DR STUART, VA 24171",False,"402 - STUART FAIRGROUNDS - 0001, 402 - STUART FAIRGROUNDS - 0000",False,-80.25452,36.63829,
WILLIS GAP COMMUNITY CENTER,"144 THE HOLLOW RD ARARAT, VA 24053-3632",False,103 - WILLIS GAP - 0000,False,-80.58197,36.59476,
Patrick County Registrar Office,106 RUCKER STREET ROOM 216 STUART VA 24171,True,Locality wide location,False,-80.27138,36.64233,
