name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
ABINGDON ELEMENTARY SCHOOL,"19431 WOODLAND HILLS RD ABINGDON, VA 24210-9653",False,"102 - WEST ABINGDON - 0010, 102 - WEST ABINGDON - 0000",False,-82.01628,36.71326,
ABINGDON HIGH SCHOOL,"705 THOMPSON DR ABINGDON, VA 24210-2345",False,"101 - EAST ABINGDON - 0000, 101 - EAST ABINGDON - 0010",False,-81.95391,36.72076,
Abingdon Elementary School,"19431 WOODLAND HILLS RD ABINGDON, VA 24210",False,"204 WOODLAND HILLS - 0010, 204 WOODLAND HILLS - 0000",False,-82.01628,36.71326,
CLINCHBURG COMMUNITY CENTER,"31787 OLD SALTWORKS RD MEADOWVIEW, VA 24361-4705",False,"201 - CLINCHBURG - 2180, 201 - CLINCHBURG - 0000",False,-81.81521,36.83301,
DAMASCUS MIDDLE SCHOOL,"32101 GOVERNMENT RD DAMASCUS, VA 24236-2611",False,"502 - DAMASCUS - 0000, 502 - DAMASCUS - 0700",False,-81.8039,36.63968,
GLADE SPRING MIDDLE SCHOOL,"33474 STAGECOACH RD GLADE SPRING, VA 24340-5154",False,"401 - GLADE SPRING - 0000, 401 - GLADE SPRING - 1070",False,-81.77874,36.77766,
GOODSON KINDERHOOK FIRE DEPT,"19864 BENHAMS RD BRISTOL, VA 24202-2800",False,601 - BURSON PLACE - 0000,False,-82.18024,36.66441,
GREEN COVE COMMUNITY BUILDING,"41221 GREEN COVE RD DAMASCUS, VA 24236-4433",False,504 - GREEN COVE - 0000,False,-81.64476,36.61904,
GREENDALE ELEMENTARY SCHOOL,"13092 MCGUFFIE RD ABINGDON, VA 24210-2128",False,202 - GREENDALE - 0000,False,-82.04549,36.75154,
HAYTERS GAP COMMUNITY CENTER,"7720 HAYTERS GAP RD SALTVILLE, VA 24370-4014",False,203 - HAYTERS GAP - 0000,False,-81.92933,36.83319,
HIGH POINT ELEMENTARY SCHOOL,"14091 SINKING CREEK RD BRISTOL, VA 24202-4803",False,701 - HIGH POINT - 0000,False,-82.11109,36.61488,
JOHN BATTLE HIGH SCHOOL,"21264 BATTLE HILL DR BRISTOL, VA 24202-4340",False,703 - JOHN BATTLE - 0000,False,-82.10441,36.64407,
MEADOWVIEW ELEMENTARY SCHOOL,"14050 GLENBROOK AVE MEADOWVIEW, VA 24361-3348",False,402 - MEADOWVIEW - 0000,False,-81.85812,36.75113,
MENDOTA COMMUNITY CENTER,"2562 MENDOTA RD MENDOTA, VA 24270-2018",False,602 - MENDOTA - 0000,False,-82.30546,36.70709,
RHEA VALLEY ELEMENTARY SCHOOL,"31305 RHEA VALLEY RD MEADOWVIEW, VA 24361-2045",False,501 - RHEA VALLEY - 0000,False,-81.81762,36.68321,
SW VA HIGHER EDUCATION CENTER,"1 PARTNERSHIP CIR VHCC CAMPUS ABINGDON, VA 24210",False,"302 - SOUTH ABINGDON - 0010, 302 - SOUTH ABINGDON - 0000",False,-82.00079,36.69625,
VALLEY INSTITUTE ELEM SCHOOL,"4350 GATE CITY HWY BRISTOL, VA 24202-1204",False,603 - VALLEY INSTITUTE - 0000,False,-82.27199,36.63165,
WALLACE MIDDLE SCHOOL,"13077 WALLACE PIKE BRISTOL, VA 24202-3601",False,702 - WALLACE - 0000,False,-82.13107,36.65032,
WATAUGA ELEMENTARY SCHOOL,"23181 WATAUGA RD ABINGDON, VA 24211-7073",False,"301 - WATAUGA - 0010, 301 - WATAUGA - 0000",False,-81.95578,36.67184,
