name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
ABERDEEN ELEM SCHOOL,"1424 ABERDEEN RD HAMPTON, VA 23666-4028",False,101 - ABERDEEN - 0000,False,-76.40444,37.03348,
ARMSTRONG ELEM SCHOOL,"3401 MATOAKA RD HAMPTON, VA 23661-1623",False,106 - ARMSTRONG - 0000,False,-76.36468,37.00973,
BASSETTE ELEM SCHOOL,"671 BELL ST HAMPTON, VA 23661-1403",False,102 - BASSETTE - 0000,False,-76.37494,37.01657,
BETHEL HIGH SCHOOL,"1067 BIG BETHEL RD HAMPTON, VA 23666-1946",False,212 - BETHEL - 0000,False,-76.4301,37.05344,
BOOKER ELEM SCHOOL,"160 APOLLO DR HAMPTON, VA 23669-2008",False,201 - BOOKER - 0000,False,-76.33706,37.05653,
CITY HALL,"22 LINCOLN ST HAMPTON, VA 23669-3522",False,"103 - CITY HALL - 0001, 103 - CITY HALL - 0000",False,-76.34323,37.02877,
COOPER ELEM SCHOOL,"200 MARCELLA RD HAMPTON, VA 23666-2554",False,104 - COOPER - 0000,False,-76.39161,37.0508,
FORREST ELEM SCHOOL,"1406 TODDS LN HAMPTON, VA 23666-2945",False,"204 - FORREST - 0001, 204 - FORREST - 0000",False,-76.42553,37.04135,
FRANCIS ASBURY ELEM SCHOOL,"140 BEACH RD HAMPTON, VA 23664-2042",False,205 - ASBURY - ASBURY,False,-76.2987,37.07043,
HAMPTON PUBLIC LIBRARY,"4207 VICTORIA BLVD HAMPTON, VA 23669-4243",False,"111 - HAMPTON LIBRARY - 0001, 111 - HAMPTON LIBRARY - 0000",False,-76.35135,37.02057,
JANE BRYAN ELEM SCHOOL,"1021 N MALLORY ST HAMPTON, VA 23663-1464",False,202 - BRYAN - 0000,False,-76.31408,37.02824,
JOHN TYLER ELEM SCHOOL,"57 SALINA ST HAMPTON, VA 23669-2551",False,"215 - TYLER - 0000, 215 - TYLER - 0001",False,-76.35477,37.04921,
JONES MAGNET SCHOOL,"1819 NICKERSON BLVD HAMPTON, VA 23663-1026",False,116 - JONES - 0000,False,-76.30746,37.04507,
KECOUGHTAN HIGH SCHOOL,"522 WOODLAND RD HAMPTON, VA 23669-1762",False,117 - KECOUGHTAN - 0000,False,-76.31868,37.05428,
KRAFT ELEM SCHOOL,"600 CONCORD DR HAMPTON, VA 23666-2250",False,208 - KRAFT - 0000,False,-76.4156,37.05031,
LANGLEY ELEM SCHOOL,"16 ROCKWELL RD HAMPTON, VA 23669-1431",False,209 - LANGLEY - 0001,False,-76.33303,37.06842,
MACHEN ELEM SCHOOL,"20 SACRAMENTO DR HAMPTON, VA 23666-1633",False,210 - MACHEN - 0002,False,-76.38412,37.06715,
MALLORY ELEM SCHOOL,"331 BIG BETHEL RD HAMPTON, VA 23666-3854",False,118 - MALLORY - 0000,False,-76.42067,37.0286,
NEIGHBORHOOD RESOURCE CENTER,"2315 VICTORIA BLVD HAMPTON, VA 23661-2935",False,109 - PHENIX - 0000,False,-76.38152,37.00554,
PAUL BURBANK ELEM SCHOOL,"40 TIDE MILL LN HAMPTON, VA 23666-2710",False,203 - BURBANK - 0001,False,-76.37329,37.05483,
PHILLIPS ELEM SCHOOL,"703 LEMASTER AVE HAMPTON, VA 23669-1306",False,213 - PHILLIPS - 0000,False,-76.31728,37.06128,
PHOEBUS LIBRARY,"1 S MALLORY ST HAMPTON, VA 23663-1707",False,110 - PHOEBUS - 0001,False,-76.32132,37.01896,
Phoebus High School,"100 IRELAND STREET HAMPTON, VA 23663",False,105 - EAST HAMPTON - 0000,False,-76.31392,37.03495,
SANDY BOTTOM NATURE PARK,"1255 BIG BETHEL RD HAMPTON, VA 23666-1446",False,"216 - SANDY BOTTOM - 0000, 216 - SANDY BOTTOM - 0001",False,-76.44185,37.06682,
SENIOR CITIZENS CENTER,"3501 KECOUGHTAN RD HAMPTON, VA 23661",False,115 - WYTHE - 0000,False,-76.36314,37.0084,
SMITH ELEM SCHOOL,"379 WOODLAND RD HAMPTON, VA 23669-5220",False,112 - SMITH - 0000,False,-76.32352,37.04526,
SYMS MIDDLE SCHOOL,"170 FOX HILL RD HAMPTON, VA 23669-2370",False,217 - SYMS - 0000,False,-76.32919,37.05278,
TUCKER CAPPS ELEM SCHOOL,"113 WELLINGTON DR HAMPTON, VA 23666-2824",False,214 - TUCKER CAPPS - 0000,False,-76.43918,37.03511,
WEST HAMPTON COMMUNITY CENTER,"1638 BRIARFIELD RD HAMPTON, VA 23661-1042",False,107 - LINDSAY - 0000,False,-76.39796,37.01879,
Y  H THOMAS REC CENTER,"1300 THOMAS ST HAMPTON, VA 23669",False,"108 - THOMAS - 0000, 108 - THOMAS - 0001",False,-76.35803,37.03641,
