geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51083930100,83.0,0.00479,1.0,0.85715,0.0,0.18248,0.0,0.14177,0.0,0.09097,1.0,0.0,1.0,0.33982,0.0,0.00761,1.0,0.0,1.0,0.53545,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00152,1.0,0.00608,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09676,0.0,0.28395,0.0,0.01346,0.07899,2714.0,312.58186,8.68253,0.06362,0.00403,0.0,0.19637,0.71101,0.27221,0.0,0.5265,0.1025,0.50101,0.5,0.19028,0.7399,0.37908,1.0,0.54889
51083930202,83.0,0.0,1.0,0.90964,0.0,0.19344,1.0,0.22506,0.0,0.03221,1.0,0.0,1.0,0.48591,0.0,0.02595,1.0,0.01745,1.0,0.46264,0.0,0.00045,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0255,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06744,0.0,0.0,1.0,0.00459,0.06911,2400.0,198.5954,12.08487,0.08464,0.28673,0.25,0.069,0.66549,0.37366,0.38346,0.54136,0.15471,0.05775,0.25,0.1446,0.70071,0.49562,0.8,0.53547
51083930203,83.0,0.03126,1.0,0.94162,0.0,0.15623,0.0,0.17647,0.0,0.04678,1.0,0.0,1.0,0.28833,0.0,0.00069,1.0,0.0,1.0,0.68921,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00069,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06921,0.0,0.0,1.0,0.0105,0.08207,2671.0,258.26962,10.34191,,,,,,,,,0.11331,0.58325,0.0,0.15251,0.74817,0.37799,0.0,0.64823
51083930204,83.0,0.03126,1.0,0.94162,0.0,0.15623,0.0,0.17647,0.0,0.04678,1.0,0.0,1.0,0.28833,0.0,0.00069,1.0,0.0,1.0,0.68921,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00069,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05185,0.0,0.0,1.0,0.00281,0.05998,2096.0,142.40332,14.71876,,,,,,,,,0.12072,0.14222,0.25,0.11177,0.74276,0.67,0.8,0.64287
51083930301,83.0,0.03458,1.0,0.96853,0.0,0.12661,1.0,0.07216,0.0,0.13058,1.0,0.00458,1.0,0.27873,0.0,0.0924,0.0,0.01947,1.0,0.58839,0.0,0.00916,1.0,0.0,1.0,0.0,1.0,0.06949,1.0,0.01375,1.0,0.0,1.0,0.00458,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0796,0.0,0.13357,0.0,0.05681,0.07824,2440.0,312.85908,7.79904,0.0805,0.07517,0.0,0.18438,0.70873,0.45381,1.0,0.57932,0.13871,0.16993,0.0,0.10754,0.74822,0.46989,0.0,0.57843
51083930302,83.0,0.01694,1.0,0.94365,0.0,0.14647,0.0,0.0536,0.0,0.01667,1.0,0.0,1.0,0.28468,0.0,0.01644,1.0,0.0,1.0,0.69887,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01644,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12895,0.0,0.0396,0.0,0.23287,0.14289,4425.0,283.35837,15.61627,0.09218,0.03926,0.0,0.15914,0.71709,0.4638,0.80317,0.56547,0.11994,0.17873,0.25,0.14719,0.76511,0.51664,0.98927,0.63147
51083930400,83.0,0.0013,1.0,0.94525,0.0,0.08936,0.0,0.13919,0.0,0.08004,1.0,0.02592,1.0,0.14145,0.0,0.0,1.0,0.0,1.0,0.81148,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02441,1.0,0.0,1.0,0.00151,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12106,0.0,0.20818,0.0,0.04882,0.11867,3534.0,339.71809,10.40274,0.07154,0.16578,0.0,0.14222,0.73276,0.31933,0.35809,0.64753,0.08596,0.21988,0.06087,0.08292,0.79083,0.46649,1.0,0.6617
51083930500,83.0,0.01204,1.0,0.90202,0.0,0.06528,0.0,0.1201,0.0,0.12159,1.0,0.02516,1.0,0.21756,0.0,0.01468,1.0,0.0,1.0,0.70533,0.0,0.00629,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00839,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00839,1.0,0.0,1.0,0.01677,1.0,0.0,1.0,0.12402,0.0,0.176,0.0,0.04734,0.1134,3959.0,190.64559,20.76628,0.10914,0.297,0.0538,0.18574,0.71253,0.47373,0.53271,0.53229,0.13498,0.34769,0.31162,0.15997,0.7457,0.38341,0.74383,0.5916
51083930601,83.0,0.01741,1.0,0.89542,0.0,0.1908,0.0,0.18146,0.0,0.07932,1.0,0.00021,1.0,0.47279,0.0,0.04123,0.0,0.0,1.0,0.46882,0.0,0.00649,1.0,0.0,1.0,0.01695,1.0,0.01088,1.0,0.00691,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06861,0.0,0.0,1.0,0.07294,0.07165,2558.0,64.32635,39.76597,,,,,,,,,0.15071,0.26604,0.26027,0.15456,0.69959,0.63514,0.78293,0.54806
51083930602,83.0,0.01741,1.0,0.89543,0.0,0.19079,0.0,0.18146,0.0,0.07932,1.0,0.00021,1.0,0.47282,0.0,0.04122,0.0,0.0,1.0,0.4688,0.0,0.00649,1.0,0.0,1.0,0.01695,1.0,0.01088,1.0,0.00691,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07539,0.0,0.02283,0.0,0.30951,0.07504,2865.0,34.20934,83.74905,,,,,,,,,0.17634,0.31195,0.31417,0.26479,0.7211,0.43054,0.67959,0.51949
