,osm_id,code,fclass,name,lon,lat
0,356593517,2005,post_office,Chuckatuck Post Office,-76.57995,36.86126
1,356593521,2005,post_office,Crittenden Post Office,-76.49856,36.90432
2,356593547,2005,post_office,Hobson Post Office,-76.52301,36.88237
3,356593735,2005,post_office,Whaleyville Post Office,-76.68466,36.58872
4,367985628,2002,fire_station,Holland Fire Station Number 30,-76.78528,36.6725
5,367985874,2002,fire_station,Suffolk Department of Fire / Rescue Station 4,-76.62426,36.75054
6,367985983,2002,fire_station,Bennett's Creek Rescue Squad,-76.45455,36.86191
7,367986065,2002,fire_station,Suffolk Department of Fire / Rescue Station 8 Whaleyville Volunteer Fire Station 40,-76.6795,36.59331
8,367989697,2001,police,Suffolk Police Narcotics,-76.59008,36.72999
9,367989737,2001,police,,-76.59008,36.7302
10,6416508154,2005,post_office,The UPS Store,-76.46497,36.8605
