name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
COVENTRY ELEMENTARY SCHOOL,"200 OWEN DAVIS BLVD YORKTOWN, VA 23693-4519",False,"201 - COVENTRY - 0000, 201 - COVENTRY - 0001",False,-76.4402,37.10598,
DARE ELEMENTARY SCHOOL,"300 DARE RD YORKTOWN, VA 23692-2716",False,402 - DARE - 0000,False,-76.45821,37.16262,
GRAFTON BETHEL ELEM SCHOOL,"410 LAKESIDE DR YORKTOWN, VA 23692-3026",False,"401 - HARWOODS MILL - 0001, 401 - HARWOODS MILL - 0000",False,-76.45311,37.14781,
GRAFTON HIGH / GRAFTON MIDDLE SCHOOL,"403 GRAFTON DRIVE YORKTOWN, VA 23692",False,403 - GRAFTON - 0000,False,-76.47006,37.16351,
GRIFFIN-YEATES CENTER,"1490 GOVERNMENT RD WILLIAMSBURG, VA 23185-5702",False,"103 - MAGRUDER - 0000, 103 - MAGRUDER - 0001",False,-76.66216,37.25803,
QUEENS LAKE MIDDLE SCHOOL,"124 WEST QUEENS DR WILLIAMSBURG, VA 23185",False,"101 - QUEENS LAKE - 0000, 101 - QUEENS LAKE - 0001",False,-76.67186,37.28344,
SEAFORD ELEMENTARY SCHOOL,"1105 SEAFORD RD SEAFORD, VA 23696-2351",False,301 - SEAFORD - 0000,False,-76.44546,37.18632,
TABB ELEMENTARY SCHOOL,"3711 BIG BETHEL RD YORKTOWN, VA 23693-3812",False,502 - BETHEL - 0000,False,-76.43022,37.11366,
TABB HIGH SCHOOL,"4431 BIG BETHEL RD YORKTOWN, VA 23693-3123",False,"501 - TABB - 0000, 501 - TABB - 0002, 501 - TABB - 0001, 501 - TABB - 0000, 501 - TABB - 0001",False,-76.43534,37.12465,
Victory Village,"6614 MOORETOWN RD., STE A WILLIAMSBURG VA 23188",True,Locality wide location,False,-76.73635,37.3378,
WALLER MILL ELEMENTRY SCHOOL,"314 WALLER MILL RD WILLIAMSBURG, VA 23185-3006",False,102 - WALLER MILL - 0000,False,-76.7121,37.29263,
YORK COUNTY LIBRARY-TABB,"100 LONG GREEN BLVD YORKTOWN, VA 23693-4138",False,202 - KILN CREEK - 0000,False,-76.44628,37.11366,
YORK HIGH SCHOOL,"9300 GEORGE WASHINGTON MEM HWY YORKTOWN, VA 23692-4066",False,302 - YORKTOWN - 0000,False,-76.50018,37.204,
YORKTOWN ELEMENTARY SCHOOL,"131 SIEGE LN YORKTOWN, VA 23692-4052",False,"303 - EDGEHILL - 0001, 303 - EDGEHILL - 0000",False,-76.50527,37.19833,
York County Registrar Office,5322 GEORGE WASHINGTON MEM. HWY. YORKTOWN VA 23692,True,Locality wide location,False,-76.46085,37.15892,
Victory Village,6614 MOORETOWN RD STE A WILLAMSBURG VA 23188,True,Locality wide location,False,-76.73635,37.3378,
York County Registrar Office,5322 GEORGE WASHINGTON MEMORIAL HIGHWAY YORKTOWN VA 23690,True,Locality wide location,False,-76.46085,37.15892,
