name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
AMELON ELEM SCHOOL,"132 AMER CIR MADISON HEIGHTS, VA 24572-2613",False,"401 - AMELON - 0000, 401 - AMELON - 0001",False,-79.11741,37.47001,
AMHERST COUNTY RECREATION and PARKS DEPARTMENT,"129 FRANCIS AVE MONROE, VA 24574",False,301 - MONROE - 0000,False,-79.12482,37.50249,
AMHERST ELEM SCHOOL,"156 DAVIS ST AMHERST, VA 24521-3267",False,"201 - COURT HOUSE - 0070, 201 - COURT HOUSE - 0000",False,-79.04548,37.58759,
AMHERST MONROE RURITAN CLUB,"115 BRUNER RD MONROE, VA 24574",False,402 - LONCO - 0000,False,-79.11916,37.50764,
Amherst County Registrar Office,113 TAYLOR ST. AMHERST VA 24521,True,Locality wide location,False,-79.05047,37.58514,
CENTRAL ELEM SCHOOL,"575 UNION HILL RD AMHERST, VA 24521-4042",False,102 - NEW GLASGOW - 0000,False,-79.03617,37.56923,
COOLWELL RECREATION CENTER,"648 NORTH COOLWELL ROAD AMHERST, VA 24521",False,103 - COOLWELL - 0000,False,-79.08274,37.51867,
ELON ELEM SCHOOL,"147 YOUNGER DR MADISON HEIGHTS, VA 24572-6062",False,"302 - ELON - 0000, 302 - ELON - 0001",False,-79.19572,37.51382,
MONELISON MIDDLE SCHOOL,"257 TROJAN RD MADISON HEIGHTS, VA 24572-5346",False,501 - MADISON - 0000,False,-79.11304,37.45424,
PLEASANT VIEW ELEM SCHOOL,"229 DANCING CREEK RD MONROE, VA 24574-3054",False,303 - PLEASANT VIEW - 0000,False,-79.24743,37.60292,
SCOTT ZION BAPTIST CHURCH,"2579 GALTS MILL RD MADISON HEIGHTS, VA 24572",False,101 - WRIGHT SHOP - 0000,False,-79.06733,37.44546,
TEMPERANCE ELEM SCHOOL,"1981 LOWESVILLE RD AMHERST, VA 24521-4231",False,202 - TEMPERANCE - 0000,False,-79.08178,37.69306,
Amherst County Registrar Office,113 TAYLOR ST AMHERST VA 24521,True,Locality wide location,False,-79.05047,37.58514,
