name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
31ST ST BAPTIST CHURCH,"823 N 31ST ST RICHMOND, VA 23223-6723",False,"705 - SEVEN HUNDRED FIVE - 0001, 705 - SEVEN HUNDRED FIVE - 0000",False,-77.40829,37.5332,
ALBERT H HILL SCHOOL,"3400 PATTERSON AVE RICHMOND, VA 23221-2310",False,113 - ONE HUNDRED THIRTEEN - 0000,False,-77.48184,37.56285,
ALBERT V NORRELL SCHool,"2120 FENDALL AVE RICHMOND, VA 23222-4343",False,305 - THREE HUNDRED FIVE - 0000,False,-77.43802,37.56252,
AMERICAN LEGION DEPT OF VA,"1708 COMMONWEALTH AVE RICHMOND, VA 23230-3700",False,"111 - ONE HUNDRED ELEVEN - 0000, 111 - ONE HUNDRED ELEVEN - 0001",False,-77.48861,37.57652,
ARTHUR ASHE CENTER,"3001 NORTH ARTHUR ASHE BOULEVARD RICHMOND, VA 23230",False,203 - TWO HUNDRED THREE - 0000,False,-77.46419,37.57189,
ARTHUR ASHE CENTER,"3017 NORTH ARTHUR ASHE BOULEVARD RICHMOND, VA 23227",False,"215 - TWO HUNDRED FIFTEEN - 0001, 215 - TWO HUNDRED FIFTEEN - 0000",False,-77.46327,37.57324,
ATLEE CHURCH,"3121 MOSS SIDE AVENUE RICHMOND, VA 23222-2523",False,302 - THREE HUNDRED TWO - 0000,False,-77.43981,37.57762,
BARACK OBAMA ELEMENTARY SCHOOL,"3101 FENDALL AVE RICHMOND, VA 23222-2609",False,"303 - THREE HUNDRED THREE - 0001, 303 - THREE HUNDRED THREE - 0000",False,-77.43568,37.57374,
BELLEMEADE COMMUNITY CENTER,"1800 LYNHAVEN AVENUE RICHMOND, VA 23224",False,610 - SIX HUNDRED TEN - 0000,False,-77.44115,37.49631,
BLACKWELL COMMUNITY CENTER,"300 E 15TH ST RICHMOND, VA 23224-3858",False,802 - EIGHT HUNDRED TWO - 0000,False,-77.44357,37.51688,
BOUSHALL MIDDLE SCHOOL,"3400 HOPKINS ROAD RICHMOND, VA 23234-2404",False,814 - EIGHT HUNDRED FOURTEEN - 0000,False,-77.46934,37.47319,
BRANCHS BAPTIST CHURCH,"3400 BROAD ROCK BLVD RICHMOND, VA 23234-2922",False,"812 - EIGHT HUNDRED TWELVE - 0002, 812 - EIGHT HUNDRED TWELVE - 0001, 812 - EIGHT HUNDRED TWELVE - 0000",False,-77.48561,37.46963,
CELEBRATION CHURCH AND OUTREACH MINISTRY,"5501 MIDLOTHIAN TURNPIKE RICHMOND, VA 23225",False,810 - EIGHT HUNDRED TEN - 0000,False,-77.49904,37.50373,
CITY HALL EAST,"701 N 25TH ST RICHMOND, VA 23223-6539",False,707 - SEVEN HUNDRED SEVEN - 0000,False,-77.41493,37.53507,
CLARK SPRINGS ELEMENTARY SCHOOL,"1101 DANCE STREET RICHMOND, VA 23220-6112",False,"505 - FIVE HUNDRED FIVE - 0001, 505 - FIVE HUNDRED FIVE - 0000",False,-77.45765,37.53946,
Calhoun Center,"436 CALHOUN STREET RICHMOND, VA 23220-2405",False,310 - THREE HUNDRED TEN - 0000,False,-77.44071,37.55395,
Cardinal Elementary School,"1745 CATALINA DRIVE RICHMOND, VA 23224",False,902 - NINE HUNDRED TWO - 0000,False,-77.47629,37.49029,
Christ the King Lutheran Church,"9800 WEST HUGUENOT ROAD RICHMOND, VA 23235",False,415 - FOUR HUNDRED FIFTEEN - 0000,False,-77.57715,37.53309,
City Hall,900 EAST BROAD STREET RICHMOND VA 23219,True,Locality wide location,False,-77.43296,37.541,
Community Building,"6255 OLD WARWICK ROAD SOUTHSIDE REGIONAL PARK RICHMOND, VA 23224",False,911 - NINE HUNDRED ELEVEN - 0000,False,-77.51231,37.4997,
ELIZABETH D REDD SCHOOL,"5601 JAHNKE RD RICHMOND, VA 23225-2829",False,909 - NINE HUNDRED NINE - 0000,False,-77.50282,37.5161,
FIFTH ST BAPTIST CHURCH,"2800 3RD AVE RICHMOND, VA 23222-3916",False,"604 - SIX HUNDRED FOUR - 0001, 604 - SIX HUNDRED FOUR - 0000",False,-77.41959,37.56746,
FIRE ENGINE HOUSE,"2614 1ST AVE RICHMOND, VA 23222-3903",False,603 - SIX HUNDRED THREE - 0000,False,-77.4212,37.56665,
FIRE ENGINE HOUSE,"311 MAPLE AVE RICHMOND, VA 23226-2641",False,115 - ONE HUNDRED FIFTEEN - 0000,False,-77.51926,37.57367,
FIRE ENGINE HOUSE,"411 COMMERCE RD RICHMOND, VA 23224-5411",False,609 - SIX HUNDRED NINE - 0000,False,-77.43779,37.51851,
FIRST BAPTIST CHURCH GYM,"2709 MONUMENT AVE RICHMOND, VA 23220-2658",False,"204 - TWO HUNDRED FOUR - 0001, 204 - TWO HUNDRED FOUR - 0000",False,-77.47101,37.5595,
FIRST PRESBYTERIAN CHURCH,"4602 CARY STREET RD RICHMOND, VA 23226-1701",False,"104 - ONE HUNDRED FOUR - 0000, 104 - ONE HUNDRED FOUR - 0001, 104 - ONE HUNDRED FOUR - 0002",False,-77.50313,37.56373,
FOREST HILL PRESBYTERN CHURCH,"4401 FOREST HILL AVE RICHMOND, VA 23225-3241",False,402 - FOUR HUNDRED TWO - 0000,False,-77.48074,37.52033,
FOURTH BAPTIST CHURCH,"2800 P ST RICHMOND, VA 23223-6659",False,703 - SEVEN HUNDRED THREE - 0000,False,-77.40978,37.53615,
G H REID SCHOOL,"1301 WHITEHEAD RD RICHMOND, VA 23225-7235",False,910 - NINE HUNDRED TEN - 0000,False,-77.50857,37.48893,
GEO WASHINGTON CARVER SCHOOL,"1110 W LEIGH ST RICHMOND, VA 23220-3142",False,213 - TWO HUNDRED THIRTEEN - 0000,False,-77.44894,37.5547,
GEORGE WYTHE HIGH SCHOOL,"4314 CRUTCHFIELD ST RICHMOND, VA 23225-4767",False,509 - FIVE HUNDRED NINE - 0000,False,-77.48355,37.51035,
GINTER PK PRESBYTERIAN CHURCH,"3601 SEMINARY AVE RICHMOND, VA 23227-4524",False,"307 - THREE HUNDRED SEVEN - 0001, 307 - THREE HUNDRED SEVEN - 0000",False,-77.44782,37.58185,
GRACE BAPTIST CHURCH,"4200 DOVER RD RICHMOND, VA 23221-3218",False,"106 - ONE HUNDRED SIX - 0000, 106 - ONE HUNDRED SIX - 0001",False,-77.49883,37.55638,
HICKORY HILL COMMUNITY CENTER,"3000 BELT BLVD RICHMOND, VA 23234-1516",False,"806 - EIGHT HUNDRED SIX - 0001, 806 - EIGHT HUNDRED SIX - 0002, 806 - EIGHT HUNDRED SIX - 0000",False,-77.46143,37.47954,
HOPSON MASONIC LODGE,"801 PRINCE HALL DRIVE RICHMOND, VA 23224-3488",False,"811 - EIGHT HUNDRED ELEVEN - 0000, 811 - EIGHT HUNDRED ELEVEN - 0001",False,-77.46603,37.50195,
HOTCHKISS COMMUNITY CENTER,"701 EAST BROOKLAND PARK BLVD RICHMOND, VA 23222",False,"606 - SIX HUNDRED SIX - 0000, 606 - SIX HUNDRED SIX - 0001",False,-77.42374,37.56927,
HUMPHREY CALDER COMMUNITY CNTR,"414 N THOMPSON ST RICHMOND, VA 23221-2109",False,114 - ONE HUNDRED FOURTEEN - 0000,False,-77.48479,37.56246,
Hickory Hill Community Center,3000 EAST BELT BLVD RICHMOND VA 23224,True,Locality wide location,False,-77.46143,37.47954,
IMPERIAL PLAZA,"1717 BELLEVUE AVENUE RICHMOND, VA 23227-3961",False,"309 - THREE HUNDRED NINE - 0000, 309 - THREE HUNDRED NINE - 0001",False,-77.4674,37.5883,
J B FISHER ELEM SCHOOL,"3701 GARDEN RD RICHMOND, VA 23235-1233",False,409 - FOUR HUNDRED NINE - 0000,False,-77.58308,37.54632,
J L FRANCIS ELEMENTARY SCHOOL,"5146 SNEAD RD RICHMOND, VA 23224-6031",False,903 - NINE HUNDRED THREE - 0000,False,-77.4892,37.47723,
JAHNKE ROAD BAPTIST CHURCH,"6023 JAHNKE RD RICHMOND, VA 23225-2837",False,404 - FOUR HUNDRED FOUR - 0000,False,-77.50922,37.51953,
JOHN B CARY SCHOOL,"3021 MAPLEWOOD AVE RICHMOND, VA 23221-3507",False,501 - FIVE HUNDRED ONE - 0000,False,-77.48203,37.54798,
JOHN MARSHALL HS SOUTH ENT,"4225 OLD BROOK RD RICHMOND, VA 23227-3802",False,"301 - THREE HUNDRED ONE - 0001, 301 - THREE HUNDRED ONE - 0000",False,-77.44639,37.59488,
"Jepson Alumni Center, University of Richmond","442 WESTHAMPTON WAY RICHMOND, VA 23173",False,"101 - ONE HUNDRED ONE - 0000, 101 - ONE HUNDRED ONE - 0001",False,-77.54614,37.57415,
