geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
51137110104,137.0,0.01471,1.0,0.98631,0.0,0.20563,0.0,0.02581,1.0,0.06131,1.0,1e-05,1.0,0.07588,0.0,0.0669,1.0,1e-05,1.0,0.85216,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03129,1.0,0.0029,1.0,0.02162,1.0,0.0,1.0,1e-05,1.0,0.00231,1.0,0.0,1.0,1e-05,1.0,0.0,1.0,0.09821,0.0,0.03558,0.0,0.02138,0.10004,3461.0,114.66673,30.18312,0.07287,0.01389,0.34478,0.12234,0.0643,0.72818,0.5637,0.73822,0.66513,0.60128,0.0,0.12306,0.10141,0.45449,0.15498,0.13514,0.7737,0.62512,0.9727,0.66687,0.69171,0.0
51137110105,137.0,0.03283,1.0,0.99558,0.0,0.1462,0.0,0.11076,0.0,0.08603,1.0,0.00111,1.0,0.13754,0.0,0.0514,1.0,0.01099,1.0,0.7651,0.0,0.03408,1.0,0.0,1.0,0.0,1.0,0.01388,1.0,0.00233,1.0,0.00111,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00178,1.0,0.00111,1.0,0.0,1.0,0.13893,0.0,0.0625,0.0,0.09535,0.13797,4851.0,259.1485,18.719,,,,,,,,,,,,0.12047,0.39914,0.07906,0.16431,0.14935,0.77892,0.48793,0.47201,0.67376,0.70929,0.0
51137110106,137.0,0.03283,1.0,0.99558,0.0,0.1462,0.0,0.11076,0.0,0.08603,1.0,0.00111,1.0,0.13754,0.0,0.0514,1.0,0.01099,1.0,0.7651,0.0,0.03408,1.0,0.0,1.0,0.0,1.0,0.01388,1.0,0.00233,1.0,0.00111,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00178,1.0,0.00111,1.0,0.0,1.0,0.11729,0.0,0.02445,0.0,0.05959,0.12308,4216.0,170.2448,24.76434,,,,,,,,,,,,0.10698,0.06346,0.47076,0.12084,0.11889,0.77897,0.64849,1.0,0.68647,0.7115,0.0
51137110107,137.0,0.03558,0.0,1.0,0.0,0.13244,0.0,0.05403,1.0,0.06189,1.0,0.02707,1.0,0.08006,0.0,0.04311,0.0,0.0,1.0,0.8182,0.0,0.02169,0.0,0.0,1.0,0.01032,1.0,0.0,1.0,0.00829,1.0,0.00282,1.0,0.01966,1.0,0.0,1.0,0.00741,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13006,0.0,0.0,1.0,0.04821,0.14164,4884.0,9.73935,501.47089,,,,,,,,,,,,0.21289,0.26949,0.44165,0.32668,0.13132,0.79413,0.54802,0.63044,0.59735,0.70772,0.0
51137110108,137.0,0.03558,0.0,1.0,0.0,0.13244,0.0,0.05403,1.0,0.06189,1.0,0.02707,1.0,0.08006,0.0,0.04312,0.0,0.0,1.0,0.81819,0.0,0.02169,0.0,0.0,1.0,0.01032,1.0,0.0,1.0,0.00829,1.0,0.00282,1.0,0.01966,1.0,0.0,1.0,0.00741,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.17453,0.0,0.0,1.0,0.05607,0.18443,6916.0,41.77996,165.53392,,,,,,,,,,,,0.18577,0.19263,0.61004,0.2572,0.19739,0.76616,0.63375,0.26281,0.67277,0.69736,0.0
51137110200,137.0,0.07079,1.0,0.85374,0.0,0.07661,1.0,0.12188,0.0,0.08325,1.0,0.0,1.0,0.15619,0.0,0.06165,1.0,0.0,1.0,0.72091,0.0,0.05431,1.0,0.0,1.0,0.0,1.0,0.00476,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13041,0.0,0.01632,0.0,0.46833,0.12512,5449.0,71.48633,76.22437,0.09192,0.0218,0.0,0.16459,0.07035,0.68885,0.50081,0.17735,0.56876,0.589,0.0,0.15287,0.19697,0.99162,0.15699,0.12936,0.74463,0.4854,0.26044,0.66325,0.68729,0.0
51137110301,137.0,0.0078,1.0,0.94841,0.0,0.14071,0.0,0.0885,0.0,0.09786,1.0,2e-05,1.0,0.19238,0.0,0.04275,1.0,0.00083,1.0,0.74945,0.0,0.01614,1.0,0.0,1.0,0.0,1.0,0.01463,1.0,0.00974,1.0,2e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1e-05,1.0,0.0,1.0,1e-05,1.0,0.10404,0.0,0.13683,0.0,0.20667,0.09151,3416.0,65.25267,52.35035,,,,,,,,,,,,0.13959,0.08493,0.23613,0.15705,0.16167,0.76243,0.4949,0.44107,0.6589,0.69453,0.0
51137110302,137.0,0.00779,1.0,0.94839,0.0,0.14072,0.0,0.08849,0.0,0.0979,1.0,1e-05,1.0,0.19255,0.0,0.04281,1.0,0.00084,1.0,0.74927,0.0,0.01618,1.0,0.0,1.0,0.0,1.0,0.01464,1.0,0.00976,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.10654,0.0,0.14025,0.0,0.0444,0.09622,3278.0,157.55688,20.80518,,,,,,,,,,,,0.14005,0.3617,0.2,0.23961,0.13511,0.78637,0.47837,0.22388,0.66995,0.67857,0.0
51137110102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07406,0.0424,0.26421,0.11232,0.06842,0.71985,0.5145,0.54904,0.65649,0.62163,0.0,,,,,,,,,,,
51137110103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10148,0.08982,0.12759,0.1911,0.09182,0.72338,0.59358,0.6264,0.55547,0.60054,0.0,,,,,,,,,,,
51137110300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08259,0.07362,0.0,0.21226,0.0751,0.72328,0.44073,0.13331,0.63915,0.65122,0.0,,,,,,,,,,,
