name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
ALDIE UNITED METHODIST CHURCH,"39325 JOHN MOSBY HWY ALDIE, VA 20105-2001",False,309 - ALDIE - 0000,False,-77.64435,38.97593,
ALGONKIAN ELEMENTARY SCHOOL,"20196 CARTER CT STERLING, VA 20165-6000",False,208 - ALGONKIAN - 0000,False,-77.40986,39.05657,
ARCOLA ELEMENTARY SCHOOL,"41740 TALL CEDARS PKWY ALDIE, VA 20105",False,119 - ARCOLA - 0000,False,-77.55952,38.93706,
ASHBURN ELEMENTARY SCHOOL,"44062 FINCASTLE DR ASHBURN, VA 20147-3842",False,620 - RUSSELL BRANCH - 0000,False,-77.47728,39.05221,
ASHBURN ELEMENTARY SCHOOL,"44062 FINCASTLE DRIVE ASHBURN, VA 20147",False,627 - ASHBROOK - 0000,False,-77.47728,39.05221,
BALLS BLUFF ELEMENTARY SCHOOL,"821 BATTLEFIELD PKWY NE LEESBURG, VA 20176-4856",False,508 - BALLS BLUFF - 1440B,False,-77.53516,39.12323,
BANNEKER ELEMENTARY SCHOOL,"35231 SNAKE HILL RD MIDDLEBURG, VA 20117-3605",False,308 - ST LOUIS - 0000,False,-77.7881,39.00227,
BELMONT RIDGE MIDDLE SCHOOL,"19045 UPPER BELMONT PLACE LEESBURG, VA 20176-1246",False,815 - BELMONT RIDGE - 0001,False,-77.49099,39.09065,
BELMONT STATION ELEMENTARY SCHOOL,"20235 NIGHTWATCH STREET ASHBURN, VA 20147",False,820 - BELMONT STATION - 0000,False,-77.51135,39.05869,
BETWEEN THE HILLS COMM. CENTER,"11762 HARPERS FERRY RD HILLSBORO, VA 20132-2612",False,421 - BETWEEN THE HILLS - 0000,False,-77.7212,39.29014,
BRAMBLETON MIDDLE SCHOOL,"23070 LEARNING CIR. ASHBURN, VA 20148",False,321 - BRAMBLETON MIDDLE - 0000,False,-77.5522,38.97961,
BRIAR WOODS HIGH SCHOOL,"22525 BELMONT RIDGE RD ASHBURN, VA 20148-6925",False,312 - BRIAR WOODS - 0000,False,-77.53097,38.99249,
BROAD RUN HIGH SCHOOL,"21670 ASHBURN RD ASHBURN, VA 20147-4710",False,818 - BROAD RUN - 0000,False,-77.49081,39.02281,
BUFFALO TRAIL ELEMENTARY SCHOOL,"42190 SEVEN HILLS DRIVE ALDIE, VA 20105-5645",False,322-BUFFALO TRAIL - 0000,False,-77.54507,38.90022,
Briar Woods High School,"22525 BELMONT RIDGE RD ASHBURN, VA 20148",False,"118 - MOOREFIELD - 0000, 118 - MOOREFIELD - 0001",False,-77.53095,38.9925,
Broad Run High School,"21670 ASHBURN ASHBURN, VA 20147",False,819 - HERITAGE CHURCH - 0000,False,-77.49081,39.02281,
CARDINAL RIDGE ELEMENTARY SCHOOL,"26155 BULL RUN POST OFFICE RD CENTREVILLE, VA 20120",False,123 - CARDINAL RIDGE - 0000,False,-77.5169,38.89551,
CEDAR LANE ELEMENTARY SCHOOL,"43700 TOLAMAC DR ASHBURN, VA 20147-4761",False,810 - CEDAR LANE - 0000,False,-77.49036,39.03888,
CLAUDE MOORE RECREATION CENTER,"46105 LOUDOUN PARK LANE STERLING, VA 20164-9209",False,707 - CLAUDE MOORE PARK - 0000,False,-77.40453,39.01271,
COOL SPRING ELEMENTARY SCHOOL,"501 TAVISTOCK DR SE LEESBURG, VA 20175-8932",False,"505 - COOL SPRING - 0001, 505 - COOL SPRING - 1440I",False,-77.54896,39.08963,
COUNTRYSIDE ELEMENTARY SCHOOL,"20624 COUNTRYSIDE BLVD. STERLING, VA 20165-7903",False,213 - COUNTRYSIDE - 0000,False,-77.41425,39.04359,
CREIGHTON'S CORNER ELEMENTARY SCHOOL,"23171 MINERVA DRIVE ASHBURN, VA 20148",False,316 - CREIGHTON'S CORNER - 0000,False,-77.52817,38.97189,
DISCOVERY ELEMENTARY SCHOOL,"44020 GRACE BRIDGE DR ASHBURN, VA 20147",False,629 - DISCOVERY - 0000,False,-77.4779,39.01901,
DOMINION TRAIL ELEM SCHOOL,"44045 BRUCETON MILLS CIR ASHBURN, VA 20147-4813",False,621 - DOMINION TRAIL - 0000,False,-77.47889,39.03603,
DOUGLASS COMMUNITY CENTER,"405 E. MARKET STREET LEESBURG, VA 20176-4103",False,506 - BRANDON PARK - 1440J,False,-77.5554,39.10908,
