name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BEDFORD CENTRAL LIBRARY,"321 NORTH BRIDGE ST BEDFORD, VA 24523",False,"704 - BEDFORD CENTRAL LIBRARY - 0002, 704 - BEDFORD CENTRAL LIBRARY - 0001, 704 - BEDFORD CENTRAL LIBRARY - 0000",False,-79.52254,37.33768,
BEDFORD CHRISTIAN CHURCH,"1928 MONETA RD BEDFORD, VA 24523-6404",False,201 - BEDFORD CHRISTIAN CHURCH - 0000,False,-79.53475,37.30365,
BEDFORD COUNTY REGIONAL WATER AUTH,"1723 FALLING CREEK ROAD BEDFORD, VA 24523-3137",False,302 - BEDFORD REGIONAL WATER AUTH - 0000,False,-79.50136,37.30662,
BEDFORD WELCOME CENTER,"816 BURKS HILL RD BEDFORD, VA 24523",False,"604 - BEDFORD WELCOME CENTER - 0001, 604 - BEDFORD WELCOME CENTER - 0000, 604 - BEDFORD WELCOME CENTER - 0002",False,-79.53167,37.32519,
BETHESDA METHODIST CHURCH,"14340 WYATTS WAY HUDDLESTON, VA 24104-4137",False,"303 - BETHESDA UNITED METHODIST CHURCH - 0001, 303 - BETHESDA UNITED METHODIST CHURCH - 0000",False,-79.41065,37.21382,
BIG ISLAND ELEM SCHOOL,"1114 SCHOOLDAYS RD BIG ISLAND, VA 24526-2926",False,502 - BIG ISLAND ELEM SCHOOL - 0000,False,-79.41616,37.53128,
BOONSBORO ELEMENTARY SCHOOL,"1234 EAGLE CIR LYNCHBURG, VA 24503-3791",False,505 - BOONSBORO ELEMENTARY SCHOOL - 0000,False,-79.26088,37.45279,
BOONSBORO RURITAN CLUB,"1065 BRADLEY L. GAERTNER PL (OFF COFFEE RD) LYNCHBURG, VA 24503",False,506 - BOONSBORO RURITAN CLUB - 0000,False,-79.27613,37.43604,
CHAMBLISSBURG BAPTIST CHURCH,"9226 STEWARTSVILLE RD MONETA, VA 24121",False,103 - CHAMBLISSBURG BAPTIST CHURCH - 0000,False,-79.69916,37.25076,
FOREST ELEMENTARY SCHOOL,"1 SCHOLAR LN FOREST, VA 24551",False,401 - FOREST ELEMENTARY SCHOOL - 0000,False,-79.30791,37.37576,
FOREST FIRE STATION #2,"1043 MEADE RD FOREST, VA 24551",False,306 - FOREST FIRE STATION #2 - 0000,False,-79.33745,37.30203,
FOREST RECREATION CENTER,"1088 RUSTIC VILLAGE RD FOREST, VA 24551",False,404 - FOREST RECREATION CENTER - 0000,False,-79.28392,37.36239,
GOODVIEW ELEM SCHOOL,"1374 RIVERMONT ACADEMY RD GOODVIEW, VA 24095-3229",False,101 - GOODVIEW ELEM SCHOOL - 0000,False,-79.78073,37.26281,
Goode Rescue Squad,"9261 FOREST ROAD GOODE, VA 24556",False,701 - GOODE VOL RESCUE SQUAD - 0000,False,-79.38998,37.3674,
HARDY VOL FIRE COMPANY,"1220 BANDY MILL ROAD HARDY, VA 24101",False,102 - HARDY VOL FIRE CO - 0000,False,-79.81098,37.23601,
HUDDLESTON ELEM SCHOOL,"1027 HUDDLESTON DR HUDDLESTON, VA 24104-4135",False,305 - HUDDLESTON ELEM SCHOOL - 0000,False,-79.47129,37.16408,
KNIGHTS OF COLUMBUS BUILDING,"201 SWEENEY CIR FOREST, VA 24551-1432",False,403 - KNIGHTS OF COLUMBUS BLDG - 0000,False,-79.26058,37.36306,
LIBERTY HIGH SCHOOL,"100 LIBERTY MINUTEMEN DRIVE BEDFORD, VA 24523",False,"702 - LIBERTY HIGH SCHOOL - 0001, 702 - LIBERTY HIGH SCHOOL - 0000",False,-79.49684,37.37234,
MONETA ELEM SCHOOL,"12718 N OLD MONETA RD MONETA, VA 24121-5700",False,203 - MONETA ELEM SCHOOL - 0000,False,-79.61257,37.18601,
MONTVALE ELEM SCHOOL,"1 LITTLE PATRIOT DR (460 W) MONTVALE, VA 24122-2587",False,601 - MONTVALE ELEM SCHOOL - 0000,False,-79.70849,37.37584,
NEW LONDON ACADEMY,"1133 ACADEMY LN FOREST, VA 24551",False,301 - NEW LONDON ACADEMY - 0000,False,-79.3058,37.30638,
QUAKER BAPTIST CHURCH,"4665 CHESTNUT FORK ROAD BEDFORD, VA 24523",False,204 - Quaker BAPTIST CHURCH - 0000,False,-79.51577,37.20577,
RIVERSIDE  CHURCH,"2450 THOMAS JEFFERSON RD FOREST, VA 24551",False,304 - RIVERSIDE CHURCH - 0000,False,-79.28127,37.34605,
SAUNDERS VOL FIRE COMPANY,"12253 SMITH MOUNTAIN LAKE PKWY HUDDLESTON, VA 24104-2895",False,205 - SAUNDERS VOL FIRE CO - 0000,False,-79.5774,37.10841,
SEDALIA CENTER,"1108 SEDALIA SCHOOL RD BIG ISLAND, VA 24526-2999",False,503 - SEDALIA CENTER - 0000,False,-79.44327,37.49049,
SHADY GROVE FIRE DEPT,"101 SHADY GROVE DRIVE THAXTON, VA 24174",False,602 - SHADY GROVE FIRE DEPARTMENT - 0000,False,-79.71856,37.31971,
STAUNTON RIVER HIGH SCHOOL,"1095 GOLDEN EAGLE DR MONETA, VA 24121-5964",False,202 - STAUNTON RIVER HIGH SCHOOL - 0000,False,-79.62275,37.2412,
SUCK SPRING BAPTIST CHURCH,"3887 JOPLING RD BEDFORD, VA 24523-5156",False,504 - SUCK SPRINGS BAPTIST CHURCH - 0000,False,-79.53202,37.41498,
Stewartsville Rescue Squad,"1152 TURNER BRANCH RD GOODVIEW, VA 24095",False,104 - STEWARTSVILLE RESCUE SQUAD - 0000,False,-79.79172,37.26463,
THAXTON BAPTIST CHURCH #1,"1067 PENICKS MILL ROAD THAXTON, VA 24174",False,603 - THAXTON BAPTIST CHURCH #1 - 0000,False,-79.61758,37.35098,
THAXTON BAPTIST CHURCH #2,"1067 PENICKS MILL ROAD THAXTON , VA 24174",False,"703 - THAXTON BAPTIST CHURCH #2 - 0001, 703 - THAXTON BAPTIST CHURCH #2 - 0000",False,-79.61758,37.35098,
THOMAS JEFFERSON ELEM SCHOOL,"1255 PATRIOT PLACE (OFF RT 811) FOREST, VA 24551",False,402 - THOMAS JEFFERSON ELEM SCHOOL - 0000,False,-79.28836,37.35665,
