name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
Abingdon Elementary School,"7087 POWHATAN DR HAYES, VA 23072",False,401 - HAYES - 0000,False,-76.51351,37.29184,
Abingdon Ruritan Club,"8784 GUINEA RD HAYES, VA 23072-3826",False,501 - ACHILLES - 0000,False,-76.45726,37.26994,
Bethel Elementary School,"2991 HICKORY FORK RD GLOUCESTER, VA 23061",False,301 - WHITE MARSH - 0000,False,-76.60562,37.41054,
Botetourt Elementary School,"6361 MAIN ST GLOUCESTER, VA 23061-5166",False,202 - BOTETOURT - 0000,False,-76.5341,37.41672,
BridgePoint Church,"10487 HARCUM RD GLOUCESTER, VA 23061",False,101 - HARCUM - 0000,False,-76.52619,37.49941,
Gloucester County Registrar Office,6467 MAIN ST. BLDG. ONE GLOUCESTER VA 23061,True,Locality wide location,False,-76.53089,37.41557,
Gloucester High School,"6680 SHORT LN GLOUCESTER, VA 23061-4410",False,302 - ROANES - 0000,False,-76.52573,37.38208,
Gloucester Point Baptist Church,"7741 TERRAPIN COVE RD GLOUCESTER POINT, VA 23062-2016",False,402 - SARAHS CREEK - 0000,False,-76.49232,37.25578,
Grace Covenant Presbyterian Church,"6470 MAIN ST GLOUCESTER, VA 23061-5167",False,201 - COURTHOUSE - 0000,False,-76.53108,37.41486,
Peasley Middle School,"2885 HICKORY FORK RD GLOUCESTER, VA 23061-4033",False,103 - PEASLEY - 0000,False,-76.6063,37.41333,
Petsworth Elementary School,"10658 GEORGE WASHINGTON MEMORIAL HWY GLOUCESTER, VA 23061",False,102 - SALEM - 0000,False,-76.60446,37.461,
T C Walker Education Center,"6099 T C WALKER RD GLOUCESTER, VA 23061",False,502 - WALKER - 0000,False,-76.50827,37.37899,
Gloucester County Registrar Office,6467 MAIN ST. BLDG. 1 GLOUCESTER VA 23061,True,Locality wide location,False,-76.53089,37.41557,
