geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
51770000100,770.0,0.00678,1.0,0.74629,0.0,0.19406,0.0,0.23583,0.0,0.07671,1.0,0.0189,1.0,0.68996,0.0,0.00508,1.0,0.00012,1.0,0.26297,0.0,0.0,1.0,0.00045,1.0,0.0,1.0,4e-05,1.0,0.00458,1.0,0.0,1.0,0.01047,1.0,5e-05,1.0,0.00838,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03872,0.0,0.01935,0.0,0.00763,0.04094,3852.0,3.47012,1110.04694,0.17137,0.01345,0.11998,0.10973,0.14485,0.59661,0.3975,0.34966,0.48197,0.5978,0.0,0.21441,0.12734,0.29481,0.14776,0.19354,0.6252,0.39152,0.50809,0.45284,0.6099,0.0
51770000300,770.0,0.10725,1.0,0.92787,0.0,0.08623,0.0,0.18806,0.0,0.09134,1.0,0.03353,1.0,0.2147,0.0,0.10217,1.0,0.0,1.0,0.56944,0.0,0.05492,1.0,0.00682,1.0,0.02639,1.0,4e-05,1.0,0.01011,1.0,0.00388,1.0,0.0,1.0,0.01009,1.0,0.02329,1.0,1e-05,1.0,0.0,1.0,8e-05,1.0,0.0454,0.0,0.17516,0.0,0.1153,0.04277,4949.0,8.89707,556.2506,0.11532,0.04624,0.0809,0.08115,0.15723,0.6132,0.36967,0.33052,0.45006,0.58729,0.0,0.20106,0.16758,0.36099,0.14239,0.18258,0.64668,0.40483,0.29018,0.41911,0.59659,0.0
51770000400,770.0,0.0473,1.0,0.9188,0.0,0.15447,0.0,0.08411,0.0,0.07278,1.0,0.03348,1.0,0.14653,0.0,0.10397,0.0,0.01291,1.0,0.65933,0.0,0.02092,1.0,0.06084,0.0,0.0,1.0,0.01853,1.0,0.00367,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01674,1.0,0.0,1.0,0.0,1.0,1e-05,1.0,0.05183,0.0,0.14562,0.0,0.02025,0.05272,5381.0,3.60671,1491.94298,0.0957,0.00528,0.11012,0.18939,0.10264,0.64514,0.43735,0.21374,0.43878,0.51922,0.0,0.17901,0.17434,0.34265,0.20122,0.15116,0.65992,0.51023,0.42687,0.45966,0.58768,0.0
51770000500,770.0,0.10606,0.0,0.86371,0.0,0.11001,1.0,0.21945,0.0,0.04313,1.0,0.0,1.0,0.20507,0.0,0.16733,0.0,0.0,1.0,0.57648,0.0,0.04413,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11062,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05081,0.0,0.3046,0.0,0.02659,0.03953,4830.0,3.54371,1362.97801,0.07635,0.05497,0.27366,0.05841,0.05871,0.57694,0.4777,0.50911,0.44401,0.53381,0.0,0.19892,0.11753,0.37162,0.16447,0.18468,0.61936,0.45249,0.52371,0.44297,0.55531,0.0
51770000601,770.0,0.00267,1.0,0.95606,0.0,0.10854,0.0,0.09021,0.0,0.0798,1.0,0.01479,1.0,0.11236,0.0,0.11803,1.0,0.0,1.0,0.74458,0.0,0.00492,1.0,0.00379,1.0,0.0,1.0,0.08865,1.0,0.02066,1.0,1e-05,1.0,0.0,1.0,0.01478,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05409,0.0,0.1932,0.0,0.0656,0.05313,5131.0,11.11334,461.69759,0.08997,0.03671,0.26389,0.12773,0.08301,0.63475,0.53553,0.50064,0.43068,0.52041,0.0,0.19554,0.17532,0.50174,0.14712,0.16971,0.67691,0.49068,0.54015,0.4775,0.53304,0.0
51770000602,770.0,0.05019,1.0,0.90383,0.0,0.13736,0.0,0.22671,0.0,0.06946,1.0,0.022,1.0,0.09361,0.0,0.12511,0.0,0.0,1.0,0.75906,0.0,0.0001,1.0,0.0,1.0,0.00619,1.0,0.07815,1.0,0.01025,1.0,0.0,1.0,0.02196,1.0,4e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03681,0.0,0.14651,0.0,0.04114,0.0333,3674.0,6.16475,595.96893,0.08808,0.05434,0.15569,0.06744,0.06777,0.54868,0.43366,0.52815,0.3792,0.45987,0.0,0.21105,0.25374,0.34269,0.17178,0.21963,0.59821,0.47903,0.605,0.43323,0.48844,0.0
51770000900,770.0,0.05646,1.0,0.74888,0.0,0.12058,0.0,0.43377,0.0,0.1032,1.0,0.04418,1.0,0.6339,0.0,0.04876,1.0,0.00931,1.0,0.20341,0.0,0.0,1.0,0.03409,1.0,0.0,1.0,0.00316,1.0,0.01152,1.0,0.0,1.0,0.03203,1.0,0.00395,1.0,0.00821,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05227,0.0,0.23473,0.0,0.03007,0.03699,5840.0,4.49336,1299.69693,0.10445,0.02449,0.0,0.02928,0.10336,0.53292,0.39026,0.39059,0.44358,0.48801,0.0,0.21606,0.38095,0.0,0.14685,0.20157,0.5341,0.46667,0.33333,0.36111,0.51298,0.0
51770001000,770.0,0.01582,1.0,0.73624,0.0,0.13633,0.0,0.38957,0.0,0.08896,1.0,0.05164,1.0,0.59867,0.0,0.01227,1.0,0.0,1.0,0.30164,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01227,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03732,1.0,0.01787,0.0,0.08616,0.0,0.02052,0.01622,2117.0,2.80688,754.21715,0.09021,0.03125,0.0625,0.15385,0.08408,0.52557,0.47059,0.61538,0.44318,0.47708,0.0,0.21094,0.14002,0.66663,0.20444,0.21261,0.5756,0.5,0.47367,0.54345,0.51196,0.0
51770001100,770.0,0.00578,1.0,0.92472,0.0,0.03285,1.0,0.21043,0.0,0.18208,0.0,0.05925,1.0,0.15246,0.0,0.05636,0.0,0.0,1.0,0.68786,0.0,0.00289,1.0,0.0,1.0,0.0,1.0,0.02601,1.0,0.01806,1.0,0.00939,1.0,0.0224,1.0,0.01156,1.0,0.01662,1.0,0.00867,1.0,0.0,1.0,0.0,1.0,0.01752,0.0,0.10636,0.0,0.19654,0.01298,1713.0,1.04579,1637.99077,0.09304,0.03249,0.06206,0.14268,0.08839,0.52319,0.46877,0.61175,0.44041,0.48093,0.0,0.21135,0.143,0.66667,0.20326,0.20957,0.57331,0.4982,0.47368,0.53168,0.51155,0.0
51770001200,770.0,0.03081,1.0,0.80998,0.0,0.13212,0.0,0.28955,0.0,0.15566,1.0,0.0298,1.0,0.11431,0.0,0.00929,1.0,0.00707,1.0,0.80681,0.0,0.00154,1.0,0.00022,1.0,2e-05,1.0,0.0,1.0,0.00136,1.0,0.00399,1.0,0.02212,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03888,0.0,0.13933,0.0,0.16594,0.03701,3611.0,2.25856,1598.80594,0.08314,0.01435,0.12003,0.18747,0.07223,0.58238,0.43521,0.61769,0.4783,0.46437,0.0,0.22785,0.22496,0.38343,0.22883,0.21207,0.65333,0.55166,0.67686,0.56585,0.52605,0.0
