name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
DOVER BAPTIST CHURCH,"635 MANAKIN RD MANAKIN SABOT, VA 23103-3303",False,501 - MANAKIN - 0000,False,-77.70251,37.6086,
FIFE FIRE HOUSE,"2397 HADENSVILLE FIFE RD GOOCHLAND, VA 23063-3418",False,101 - FIFE - 0000,False,-78.05594,37.73999,
GOOCHLAND COMPANY 5 FIREHOUSE,"2710 FAIRGROUND RD GOOCHLAND, VA 23063",False,302 - GOOCHLAND COURT HOUSE 2 - 0000,False,-77.8859,37.6987,
GOOCHLAND COMPANY 5 FIREHOUSE,"2710 FAIRGROUND RD GOOCHLAND, VA 23063-3103",False,301 - GOOCHLAND COURT HOUSE 1 - 0000,False,-77.8859,37.6987,
GOOCHLAND COMPANY 6 FIRE STATION,"4810 THREE CHOPT LOUISA, VA 23093",False,"102 - HADENSVILLE - 0001, 102 - HADENSVILLE - 0000, 102 - HADENSVILLE - 0002",False,-77.99663,37.84031,
GOOCHLAND RECREATION CENTER,"2415 SANDY HOOK RD GOOCHLAND, VA 23063-2509",False,"202 - SANDY HOOK - 0001, 202 - SANDY HOOK - 0000",False,-77.88842,37.72983,
GRACE CHINESE BAPTIST CHURCH,"850 BROAD STREET RD MANAKIN SABOT, VA 23103",False,401 - SHALLOW WELL - 0000,False,-77.74329,37.68858,
SMYRNA BAPTIST CHURCH,"1470 ROCK CASTLE RD GOOCHLAND, VA 23063-3601",False,201 - THREE SQUARE - 0000,False,-77.99365,37.67003,
ST MATTHEW'S UNITED METHODIST CHURCH,"1706 ST MATTHEW'S LN RICHMOND, VA 23233",False,402 - CENTERVILLE - 0000,False,-77.6784,37.67531,
St. Mary's Episcopal Church,"12291 RIVER ROAD GOOCHLAND, VA 23238",False,502 - BLAIR ROAD - 0000,False,-77.62887,37.58639,
Goochland County Registrar Office,1800 SANDY HOOK RD. #220 GOOCHLAND VA 23063,True,Locality wide location,False,-77.88802,37.6949,
