name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BACHELORS HALL FIRE STATION,"1260 DUNCAN DRIVE DANVILLE, VA 24541",False,"702 - BACHELORS HALL - 0001, 702 - BACHELORS HALL - 0000",False,-79.54118,36.60487,
BROSVILLE ELEMENTARY SCHOOL,"195 BULLDOG LN DANVILLE, VA 24541-0865",False,606 - BROSVILLE - 0000,False,-79.6045,36.6201,
CALLANDS FIRE STATION,"11741 CALLANDS RD CALLANDS, VA 24530-4125",False,201 - CALLANDS - 0000,False,-79.58354,36.82274,
CHATHAM ELEMENTARY SCHOOL,"245 CHATHAM ELEMENTARY LN CHATHAM, VA 24531-2512",False,"301 - CENTRAL - 0003, 301 - CENTRAL - 0000, 301 - CENTRAL - 0002, 301 - CENTRAL - 0001",False,-79.39677,36.84055,
CLIMAX RURITAN CLUB,"4186 CLIMAX RD CHATHAM, VA 24531-4782",False,"206 - CLIMAX - 0001, 206 - CLIMAX - 0000",False,-79.48818,36.89025,
COOL BRANCH RESCUE SQUAD,"3060 SMITH MOUNTAIN RD PENHOOK, VA 24137",False,204 - SANDY LEVEL - 0000,False,-79.59948,36.99802,
DAN RIVER HIGH SCHOOL,"100 D R WILDCAT CIR RINGGOLD, VA 24586-5100",False,"404 - KENTUCK - 0001, 404 - KENTUCK - 0000",False,-79.30034,36.66202,
DRY FORK VOL FIRE DEPT,"4860 DRY FORK RD DRY FORK, VA 24549-4250",False,607 - DRY FORK - 0000,False,-79.4634,36.74685,
GRETNA ELEMENTARY SCHOOL,"302 FRANKLIN BLVD S GRETNA, VA 24557",False,"309 - EAST GRETNA - 0000, 309 - EAST GRETNA - 0003, 309 - EAST GRETNA - 0001, 309 - EAST GRETNA - 0002",False,-79.36671,36.95033,
Gretna High School,"100 GRETNA HAWKS CIRCLE GRETNA, VA 24557",False,"207 - GRETNA - 0003, 207 - GRETNA - 0000, 207 - GRETNA - 0002, 207 - GRETNA - 0001",False,-79.36917,36.94524,
JOHN L. HURT ELEMENTARY SCHOOL,"315 PROSPECT RD HURT, VA 24563-2114",False,"501 - HURT - 0001, 501 - HURT - 0000",False,-79.29721,37.09336,
KATIE'S INC STORE,"15473 FRANKLIN TPKE DRY FORK, VA 24549-3623",False,604 - SWANSONVILLE - 0000,False,-79.57927,36.73636,
MOTLEY COMMUNITY CENTER,"597 JASPER WOOD RD HURT, VA 24563-3736",False,502 - MOTLEY SYCAMORE - 0000,False,-79.34883,37.06658,
MT AIRY ELEMENTARY SCHOOL,"100 MOUNT AIRY ELEMENTARY CIR GRETNA, VA 24557-4750",False,"308 - MT AIRY - 0001, 308 - MT AIRY - 0000",False,-79.1785,36.94557,
MT CROSS FIRE STATION,"4812 MOUNT CROSS RD DANVILLE, VA 24540-5330",False,705 - MT CROSS - 0000,False,-79.47887,36.63815,
OAK GROVE BAPTIST CHURCH FELLOWSHIP HALL,"2217 OAK GROVE RD KEELING, VA 24566",False,"402 - KEELING - 0001, 402 - KEELING - 0000, 402 - KEELING - 0002",False,-79.27326,36.72458,
OLD CHATHAM ELEM SCH LIBRARY,"100 OLD CHATHAM ELEMENTARY LN CHATHAM, VA 24531-3392",False,"105 - CHATHAM - 0000, 105 - CHATHAM - 0001",False,-79.39546,36.82007,
RENAN VOLUNTEER FIRE DEPT,"405 STRAIGHTSTONE ROAD GRETNA, VA 24557",False,"503 - RENAN - 0000, 503 - RENAN - 0001",False,-79.19131,36.974,
RICEVILLE JAVA FIRE DEPARTMENT,"3105 JAVA RD JAVA, VA 24565",False,"305 - RICEVILLE - 0000, 305 - RICEVILLE - 0001",False,-79.22542,36.84002,
RINGGOLD VOL FIRE & RESCUE,"3880 TOM FORK RD RINGGOLD, VA 24586-3846",False,"405 - RINGGOLD - 0000, 405 - RINGGOLD - 0001",False,-79.30409,36.58499,
RIVERBEND FIRE STATION,"1535 FERRY RD DANVILLE, VA 24541-7563",False,703 - FERRY ROAD - 0000,False,-79.47668,36.57197,
SOUTHSIDE ELEMENTARY SCHOOL,"440 E WITT RD BLAIRS, VA 24527-2442",False,"307 - EAST BLAIRS - 0001, 307 - EAST BLAIRS - 0000, 307 - EAST BLAIRS - 0002, 307 - EAST BLAIRS - 0003",False,-79.37335,36.68856,
STONY MILL ELEMENTARY SCHOOL,"100 STONY MILL ELEMENTARY CIR DANVILLE, VA 24541-8176",False,603 - STONY MILL - 0000,False,-79.56319,36.64042,
TUNSTALL HIGH SCHOOL,"100 TROJAN CIR DRY FORK, VA 24549-2300",False,106 - TUNSTALL - 0000,False,-79.52443,36.66975,
TUNSTALL VOL FIRE & RESCUE,"740 TUNSTALL HIGH RD DRY FORK, VA 24549",False,605 - WHITMELL - 0000,False,-79.52233,36.67264,
TWIN SPRINGS ELEM SCHOOL,"100 TWIN SPRINGS ELEMENTARY CIR DANVILLE, VA 24540-6097",False,103 - TWIN SPRINGS - 0000,False,-79.42793,36.68767,
UNION HALL ELEMENTARY SCHOOL,"100 UNION HALL ELEMENTARY CIR CHATHAM, VA 24531-5038",False,202- BEARSKIN - 0000,False,-79.54442,36.77036,
WHITE OAK WORSHIP CENTER,"8465 US HIGHWAY 29 BLAIR'S, VA 24527",False,108 - WEST BLAIRS - 0000,False,-79.38624,36.72208,
Pittsylvania County Registrar Office,110 OLD CHATHAM ELEMENTARY LANE CHATHAM VA 24531,True,Locality wide location,False,-79.39552,36.82009,
