name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BIBLE BAPTIST CHURCH,"1149 GREENVILLE ROAD GALAX, VA 24333",False,403 - OLDTOWN - 0000,False,-80.95805,36.65501,
Baywood Wesleyan Church,"1995 OLD BAYWOOD RD GALAX, VA 24333",False,301 - BAYWOOD - 0000,False,-80.99504,36.61853,
COMERS ROCK COMMUNITY CENTER,"692 MT ZION ROAD ELK CREEK, VA 24326",False,108 - COMERS ROCK - 0000,False,-81.23962,36.73471,
ELK CREEK RESCUE SQUAD BLDG,"9109 ELK CREEK PKWY ELK CREEK, VA 24326",False,202 - ELK CREEK - 0000,False,-81.16825,36.7147,
FAIRVIEW ELEMENTARY SCHOOL,"2323 FAIRVIEW ROAD GALAX, VA 24333",False,302 - FAIRVIEW - 0000,False,-80.91002,36.5839,
FLATRIDGE COMMUNITY BLDG,"8496 FLATRIDGE ROAD TROUTDALE, VA 24378",False,102 - FLATRIDGE - 0000,False,-81.34524,36.6979,
FRIES SCHOOL,"114 E MAIN ST FRIES, VA 24330",False,"401 - FRIES - 1030, 401 - FRIES - 0000",False,-80.97405,36.7146,
GRACE FREEWILL BAPTIST CHURCH,"6211 WILSON HWY INDEPENDENCE, VA 24348",False,101 - BRIDLE CREEK - 0000,False,-81.25346,36.61917,
GRANT GRANGE HALL,"840 GRANGE HALL ROAD TROUTDALE, VA 24378",False,103 - GRANT - 0000,False,-81.39886,36.66079,
GRAYSON CO. HIGH SCHOOL,"110 BLUE DEVIL DR INDEPENDENCE, VA 24348",False,"203 - INDEPENDENCE - 1300, 203 - INDEPENDENCE - 0000",False,-81.14732,36.62139,
OAK HILL ACADEMY,"2635 OAK HILL ROAD MOUTH OF WILSON, VA 24363",False,104 - MOUTH OF WILSON - 0000,False,-81.33741,36.59934,
OLD PROVIDENCE SCHOOL,"56 BAINBRIDGE RD FRIES, VA 24330",False,402 - PROVIDENCE - 0000,False,-81.0389,36.7104,
RUGBY FIRE & RESCUE BLDG,"53 RUGBY ROAD MOUTH OF WILSON, VA 24363",False,106 - RUGBY - 0000,False,-81.44485,36.62346,
TROUTDALE FIRE & RESCUE BLDG,"291 RIPSHIN ROAD TROUTDALE, VA 24378",False,"107 - TROUTDALE - 0000, 107 - TROUTDALE - 2470",False,-81.43616,36.70367,
WHITETOP COMMUNITY CTR,"16153 HIGHLANDS PKWY WHITETOP, VA 24292",False,105 - MOUNT ROGERS - 0000,False,-81.6004,36.61523,
