geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51003010100,3.0,0.01583,1.0,0.99425,0.0,0.08783,0.0,0.08729,0.0,0.05216,1.0,0.00706,1.0,0.06525,1.0,0.01569,1.0,0.00039,1.0,0.90219,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00804,1.0,0.0004,1.0,0.0002,1.0,0.0,1.0,0.00705,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05165,0.0,0.03637,0.0,0.01594,0.05588,5156.0,364.63746,14.14007,0.10802,0.11796,0.13391,0.29383,0.7748,0.68221,0.73938,0.67288,0.25662,0.14666,0.4712,0.33176,0.83289,0.74129,0.81193,0.76063
51003010201,3.0,0.03065,1.0,0.99997,0.0,0.04548,0.0,0.01405,1.0,0.05495,1.0,0.01873,1.0,0.04493,0.0,0.05892,0.0,0.00146,1.0,0.85506,0.0,0.0041,1.0,0.0029,1.0,2e-05,1.0,0.02635,1.0,0.02034,1.0,0.0,1.0,1e-05,1.0,0.01122,1.0,0.00582,1.0,0.0,1.0,0.00104,1.0,0.0,1.0,0.04383,0.0,0.0,1.0,0.0107,0.05909,5560.0,70.86385,78.46032,0.11423,0.13306,0.09346,0.3431,0.7848,0.61046,0.59337,0.65503,0.25865,0.28607,0.3826,0.3588,0.82351,0.6379,0.73116,0.74312
51003010202,3.0,0.00777,1.0,1.0,0.0,0.06171,1.0,0.03653,0.0,0.04289,1.0,0.0316,1.0,0.02225,1.0,0.01258,1.0,0.0,1.0,0.90358,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00419,1.0,0.0,1.0,0.00193,1.0,0.0,1.0,0.01354,1.0,0.00516,1.0,0.0,1.0,0.0029,1.0,0.01,1.0,0.03027,0.0,0.01407,0.0,0.0087,0.03086,3240.0,59.82787,54.15536,0.1322,0.15487,0.15816,0.29335,0.74802,0.69935,0.61754,0.61758,0.29106,0.27979,0.36534,0.35332,0.80316,0.65458,0.72048,0.72135
51003010301,3.0,0.03182,1.0,0.97917,0.0,0.06884,0.0,0.07889,0.0,0.04991,1.0,0.06447,0.0,0.04498,0.0,0.05649,0.0,0.0,1.0,0.79119,0.0,0.01773,1.0,0.0,1.0,0.0,1.0,0.01938,1.0,0.00658,1.0,0.00669,1.0,0.01996,1.0,0.00975,1.0,0.00517,1.0,0.0094,1.0,0.00799,1.0,0.00599,1.0,0.01675,0.0,0.0,1.0,0.05015,0.01868,1943.0,7.52509,258.20305,,,,,,,,,0.25926,0.27027,0.33333,0.3209,0.80082,0.66071,0.70833,0.70712
51003010302,3.0,0.03182,1.0,0.97917,0.0,0.06884,0.0,0.07889,0.0,0.04991,1.0,0.06447,0.0,0.04498,0.0,0.05649,0.0,0.0,1.0,0.79119,0.0,0.01773,1.0,0.0,1.0,0.0,1.0,0.01938,1.0,0.00658,1.0,0.00669,1.0,0.01996,1.0,0.00975,1.0,0.00517,1.0,0.0094,1.0,0.00799,1.0,0.00599,1.0,0.01182,0.0,0.0,1.0,0.00081,0.01444,1451.0,4.27762,339.20733,,,,,,,,,0.27774,0.19944,0.3838,0.44409,0.82854,0.77778,0.76187,0.76248
51003010303,3.0,0.03182,1.0,0.97917,0.0,0.06884,0.0,0.07889,0.0,0.04991,1.0,0.06447,0.0,0.04498,0.0,0.05649,0.0,0.0,1.0,0.79119,0.0,0.01773,1.0,0.0,1.0,0.0,1.0,0.01938,1.0,0.00658,1.0,0.00669,1.0,0.01996,1.0,0.00975,1.0,0.00517,1.0,0.0094,1.0,0.00799,1.0,0.00599,1.0,0.04732,0.0,0.0,1.0,0.0127,0.05674,5687.0,12.24977,464.25356,,,,,,,,,0.26971,0.22321,0.38229,0.4274,0.83221,0.70038,0.75174,0.76213
51003010401,3.0,0.00956,1.0,0.97732,0.0,0.07057,0.0,0.05064,0.0,0.05438,1.0,0.0,1.0,0.09437,0.0,0.0091,1.0,0.00671,1.0,0.88215,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0091,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04173,0.0,0.0,1.0,0.01675,0.04972,4215.0,239.65512,17.58777,0.11967,0.01789,0.01326,0.31692,0.77769,0.45851,0.63214,0.69406,0.22838,0.14543,0.26811,0.30877,0.8234,0.6775,0.75258,0.70614
51003010402,3.0,0.0,1.0,0.9818,0.0,0.01761,1.0,0.03434,1.0,0.04068,1.0,0.03533,1.0,0.02171,1.0,0.005,1.0,0.004,1.0,0.86731,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.001,1.0,0.0,1.0,0.004,1.0,0.02366,1.0,0.00367,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.008,1.0,0.03236,0.0,0.0,1.0,0.01306,0.04554,3610.0,49.6193,72.75394,0.14642,0.1,0.1,0.27941,0.79445,0.43478,0.55556,0.63551,0.24826,0.25,0.52174,0.3139,0.85232,0.64865,0.76667,0.78799
51003010501,3.0,0.03091,1.0,0.90489,0.0,0.03852,1.0,0.0304,0.0,0.03751,1.0,0.03897,1.0,0.11417,0.0,0.02058,1.0,0.00437,1.0,0.79807,0.0,0.0,1.0,0.00182,1.0,0.0,1.0,0.00929,1.0,0.00583,1.0,0.00364,1.0,0.01366,1.0,0.00583,1.0,0.0,1.0,0.0,1.0,0.00983,1.0,0.00273,1.0,0.02411,0.0,0.91302,0.0,0.00513,0.00191,3006.0,20.83957,144.24483,,,,,,,,,0.37157,0.30753,0.20087,0.29877,0.7964,0.54041,0.70191,0.78062
51003010502,3.0,0.03091,1.0,0.90488,0.0,0.03852,1.0,0.0304,0.0,0.03751,1.0,0.03897,1.0,0.11417,0.0,0.02058,1.0,0.00437,1.0,0.79807,0.0,0.0,1.0,0.00182,1.0,0.0,1.0,0.00929,1.0,0.00583,1.0,0.00364,1.0,0.01366,1.0,0.00583,1.0,0.0,1.0,0.0,1.0,0.00983,1.0,0.00273,1.0,0.02994,0.0,0.0,1.0,0.09273,0.02823,3378.0,4.93458,684.55727,,,,,,,,,0.39014,0.31566,0.18211,0.29481,0.78861,0.52798,0.69847,0.77872
