,osm_id,code,fclass,name,lon,lat
0,356601903,2005,post_office,Bayside Station Virginia Beach Post Office,-76.13549,36.90348
1,356602074,2005,post_office,Seapines Station Virginia Beach Post Office,-75.98104,36.86015
2,356602093,2005,post_office,Back Bay Station Virginia Beach Post Office,-76.03326,36.65487
3,367981158,2009,courthouse,Virginia Beach General District Court,-76.06028,36.75414
4,367981161,2009,courthouse,Virginia Beach Circuit Court,-76.0603,36.75361
5,367985620,2002,fire_station,Oceana Fire Station Number 8,-76.03333,36.86444
6,367985631,2002,fire_station,Blackwater Fire Station Number 13,-76.08528,36.58417
7,367985633,2002,fire_station,,-76.02658,36.60356
8,367985635,2002,fire_station,Davis Corner Fire And Rescue Station Number 2,-76.13806,36.87417
9,367988280,2007,library,Virginia Beach Public Library-Pungo-Backwater Area Library,-76.03824,36.63631
10,367989588,2001,police,Virginia Beach Police Department First Precinct,-76.0585,36.75366
11,367989721,2001,police,Virginia Beach Police Department,-76.06124,36.78605
12,367989805,2001,police,Virginia Beach Police Aviation,-76.04251,36.74792
13,367989833,2001,police,Virginia Beach Sheriff's Office,-76.05809,36.75354
14,367989849,2001,police,Virginia Beach Police Chief,-76.0584,36.75377
15,367990365,2099,public_building,Virginia Beach Law Enforcement and Training Academy,-75.9966,36.84513
16,1559184892,2002,fire_station,,-76.10429,36.79495
17,3151857087,2005,post_office,The UPS Store,-76.06466,36.75506
18,4112109357,2009,courthouse,Virginia Beach Juvenile Domestic Relations Court,-76.05961,36.75429
19,4112109358,2007,library,Virginia Beach Law Library,-76.06014,36.75353
20,4538372772,2005,post_office,The UPS Store,-76.00622,36.75999
21,7946026104,2005,post_office,Park Mail,-76.02033,36.85273
22,7946395259,2005,post_office,United States Post Office,-76.01832,36.84799
23,7946399939,2005,post_office,The UPS Store,-76.11345,36.84038
