name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BRIGHTON ELEMENTARY SCHOOL,"1100 PORTSMOUTH BOULEVARD PORTSMOUTH, VA 23704",False,014 - BRIGHTON ELEMENTARY SCHOOL - 0000,False,-76.31082,36.81967,
CAVALIER MANOR RECREATION CENTER,"404 VIKING ST PORTSMOUTH, VA 23701-3216",False,027 - CAVALIER MANOR RECREATION CENTER - 0000,False,-76.36115,36.80043,
CHURCHLAND BRANCH LIBRARY,"4934 HIGH STREET WEST PORTSMOUTH, VA 23703",False,034- CHURCHLAND BRANCH LIBRARY - 0000,False,-76.37847,36.85235,
CHURCHLAND ELEMENTARY SCHOOL,"5601 MICHAEL LN PORTSMOUTH, VA 23703-3822",False,"035 - CHURCHLAND ELEMENTARY SCHOOL - 0000, 035 - CHURCHLAND ELEMENTARY SCHOOL - 0001",False,-76.38438,36.8581,
CHURCHLAND MIDDLE SCHOOL,"4051 RIVER SHORE RD PORTSMOUTH, VA 23703-2001",False,037 - CHURCHLAND MIDDLE SCHOOL - 0000,False,-76.38077,36.88037,
CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL,"5700 HEDGEROW LN PORTSMOUTH, VA 23703",False,039 - CHURCHLAND PRIMARY AND INTERMEDIATE SCHOOL - 0000,False,-76.3848,36.89088,
CRADOCK MIDDLE SCHOOL,"21 ALDEN AVE PORTSMOUTH, VA 23702-2268",False,016 - CRADOCK MIDDLE SCHOOL - 0000,False,-76.31579,36.80468,
EMANUEL A. M. E. CHURCH,"637 NORTH ST PORTSMOUTH, VA 23704-2414",False,001 - EMANUEL A. M. E. CHURCH - 0000,False,-76.30497,36.83805,
GROVE BAPTIST CHURCH,"5910 WEST NORFOLK RD PORTSMOUTH, VA 23703-3327",False,"038 - GROVE BAPTIST CHURCH - 0001, 038 - GROVE BAPTIST CHURCH - 0000",False,-76.39642,36.86513,
HAMPTON ROADS COMMUNITY HEALTH CENTER,"664 LINCOLN ST PORTSMOUTH, VA 23704-4818",False,005 - HAMPTON ROADS COMMUNITY HEALTH CENTER - 0000,False,-76.30466,36.82526,
HODGES MANOR ELEMENTARY SCHOOL,"1201 CHEROKEE RD PORTSMOUTH, VA 23701-1707",False,032 - HODGES MANOR ELEMENTARY SCHOOL - 0000,False,-76.38331,36.81465,
JOHN F. KENNEDY COMMUNITY CENTER,"12 GRAND ST PORTSMOUTH, VA 23701-3012",False,021 - JOHN F. KENNEDY COMMUNITY CENTER - 0000,False,-76.33926,36.82001,
JOHN TYLER ELEMENTARY SCHOOL,"3649 HARTFORD ST PORTSMOUTH, VA 23707-1205",False,025 - JOHN TYLER ELEMENTARY SCHOOL - 0000,False,-76.34677,36.84152,
Joseph E. Parker Recreation Center,"2430 TURNPIKE ROAD PORTSMOUTH, VA 23704",False,011 - MT. HERMON VILLAGE - 0000,False,-76.33055,36.83127,
LAKEVIEW ELEMENTARY SCHOOL,"1300 HORNE AVE PORTSMOUTH, VA 23701-3122",False,028 - LAKEVIEW ELEMENTARY SCHOOL - 0000,False,-76.37151,36.79829,
NOBLE STREET BAPTIST CHURCH,"100 NOBLE ST PORTSMOUTH, VA 23702-1060",False,020 - NOBLE STREET BAPTIST CHURCH - 0000,False,-76.338,36.81549,
PARK VIEW ELEMENTARY SCHOOL,"260 ELM AVENUE PORTSMOUTH, VA 23704-2113",False,007- PARK VIEW ELEMENTARY SCHOOL - 0000,False,-76.3139,36.83968,
PINECREST BAPTIST CHURCH,"209 FELTON RD PORTSMOUTH, VA 23701-1401",False,033- PINECREST BAPTIST CHURCH - 0000,False,-76.38159,36.8237,
PORT NORFOLK RECREATION CENTER,"432 BROAD STREET PORTSMOUTH, VA 23707-2003",False,010 - PORT NORFOLK RECREATION CENTER - 0000,False,-76.33564,36.84732,
Portsmouth City Registrar Office,801 CRAWFORD ST. FL 1 PORTSMOUTH VA 23704,True,Locality wide location,False,-76.29724,36.83248,
SCOTTISH RITE TEMPLE,"3401 CEDAR LN PORTSMOUTH, VA 23703-3801",False,036 - SCOTTISH RITE TEMPLE - 0000,False,-76.37798,36.85618,
