geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51143010100,143.0,0.00131,1.0,0.95259,0.0,0.16675,0.0,0.1484,0.0,0.04288,1.0,0.0,1.0,0.219,0.0,0.00591,1.0,0.0,1.0,0.7484,0.0,0.00128,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06409,0.0,0.09159,0.0,0.0246,0.06209,3949.0,316.24591,12.48712,0.07097,0.07008,0.0,0.17404,0.71061,0.44523,0.27368,0.65297,0.11841,0.0731,0.0,0.12983,0.75032,0.38024,0.22075,0.59008
51143010200,143.0,0.00025,1.0,0.93102,0.0,0.17494,0.0,0.12063,0.0,0.08832,1.0,0.00024,1.0,0.2044,0.0,0.01795,0.0,0.00383,1.0,0.75347,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00263,1.0,0.0146,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00024,1.0,0.0,1.0,0.0,1.0,0.06865,0.0,0.13378,0.0,0.01345,0.06365,4150.0,91.22096,45.49393,0.06938,0.0,0.0,0.13759,0.70242,0.53036,1.0,0.63498,0.10879,0.0,0.0,0.1145,0.74104,0.28138,0.5,0.58703
51143010301,143.0,0.0,1.0,0.95145,0.0,0.16111,0.0,0.13931,0.0,0.08503,1.0,0.00129,1.0,0.18377,0.0,0.0,1.0,0.00103,1.0,0.794,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00129,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01959,0.0,0.07294,0.0,0.00183,0.01953,1239.0,86.32128,14.35335,,,,,,,,,0.10891,0.0,0.0,0.05051,0.75021,0.33333,0.25631,0.57558
51143010302,143.0,0.0,1.0,0.95145,0.0,0.16111,0.0,0.13931,0.0,0.08503,1.0,0.00129,1.0,0.18377,0.0,0.0,1.0,0.00103,1.0,0.794,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00129,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04607,0.0,0.13169,0.0,0.02583,0.04317,2686.0,230.88372,11.63356,,,,,,,,,0.10337,0.12323,,0.12151,0.74805,0.45689,0.0,0.57619
51143010400,143.0,0.00878,1.0,0.94794,0.0,0.14988,0.0,0.2062,0.0,0.06882,1.0,0.0,1.0,0.10454,0.0,0.01024,1.0,0.00079,1.0,0.82585,0.0,0.0,1.0,0.0,1.0,0.00315,1.0,0.00709,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06294,0.0,0.10147,0.0,0.0165,0.06323,3817.0,304.88315,12.51955,0.0794,0.0,0.0,0.09094,0.73097,0.2739,0.0,0.65983,0.09155,0.09311,0.0,0.11286,0.76439,0.46707,0.0,0.64228
51143010500,143.0,0.02209,1.0,0.96261,0.0,0.14215,0.0,0.14564,0.0,0.07717,1.0,0.01049,0.0,0.29781,0.0,0.04083,0.0,0.0,1.0,0.6357,0.0,0.00375,1.0,0.00225,1.0,0.0,1.0,0.01217,1.0,0.0,1.0,0.01086,1.0,0.00075,1.0,0.0015,1.0,0.0,1.0,0.00243,1.0,0.00581,1.0,0.0,1.0,0.09043,0.0,0.28437,0.0,0.48227,0.06794,4468.0,168.31968,26.54473,0.17142,0.17777,0.22878,0.20911,0.72047,0.44507,0.64833,0.62749,0.13174,0.17918,,0.15648,0.74729,0.4778,0.0,0.65496
51143010600,143.0,0.0,1.0,0.89071,0.0,0.1553,0.0,0.21657,0.0,0.05554,1.0,0.00103,1.0,0.25112,0.0,0.01621,1.0,0.0,1.0,0.68437,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00552,1.0,0.00862,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00103,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04884,0.0,0.14224,0.0,0.07824,0.04454,2931.0,100.42519,29.1859,0.10725,0.48053,,0.15464,0.71373,0.41118,0.0,0.67022,0.11038,0.1883,,0.13042,0.74013,0.4629,0.0,0.59589
51143010700,143.0,0.0332,1.0,0.94384,0.0,0.14663,0.0,0.20942,0.0,0.05825,1.0,0.0,1.0,0.37893,0.0,0.05432,1.0,0.0,1.0,0.5589,0.0,0.0,1.0,0.00262,1.0,0.0,1.0,0.04647,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02567,0.0,0.0,1.0,0.01161,0.02846,1663.0,276.10036,6.02317,0.12453,0.03027,0.0,0.11676,0.72098,0.32648,0.09831,0.68952,0.13904,0.03694,,0.18048,0.76179,0.62235,0.0,0.63356
51143010801,143.0,0.01416,1.0,0.97639,0.0,0.08536,0.0,0.08298,0.0,0.09025,1.0,0.01369,1.0,0.36869,0.0,0.01796,1.0,0.0,1.0,0.56672,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01283,1.0,0.00513,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0383,0.0,0.01359,0.0,0.01513,0.04107,2415.0,59.04998,40.89756,0.09702,0.0,,0.15984,0.71237,0.50232,0.0,0.65661,0.0987,0.05172,0.0,0.08309,0.74714,0.67372,1.0,0.62319
51143010803,143.0,0.02002,1.0,0.95381,0.0,0.14096,0.0,0.20013,0.0,0.09082,1.0,0.0,1.0,0.08317,0.0,0.03999,1.0,0.0,1.0,0.86074,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03474,1.0,0.00159,1.0,0.00366,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04889,0.0,0.05023,0.0,0.02613,0.05091,2948.0,120.3416,24.49693,,,,,,,,,0.09644,0.19937,0.0,0.11914,0.74775,0.42439,0.25492,0.61214
