name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
CALVARY BAPTIST CHURCH,"20248 COURTHOUSE RD YALE, VA 23897-5400",False,502 - YALE - 0000,False,-77.28907,36.84255,
FIRST BAPTIST CHURCH OF JARRATT,"18463 LITTLE MILL RD STONY CREEK, VA 23882-2908",False,202 - LITTLE MILL - 0000,False,-77.49545,36.86739,
JARRATT SENIOR CITIZEN CENTER,"114 N HALIFAX RD JARRATT, VA 23867",False,"501 - HENRY - 0000, 501 - HENRY - 1340",False,-77.46316,36.8157,
NEWVILLE BAPTIST CHURCH,"7710 BEEF STEAK RD WAVERLY, VA 23890-3706",False,602 - NEWVILLE - 0000,False,-77.17527,37.01356,
STONY CREEK FIRE HOUSE,"12457 HARTLEY ST STONY CREEK, VA 23882-3302",False,"201 - STONY CREEK - 2360, 201 - STONY CREEK - 0000",False,-77.40006,36.94738,
SUSSEX VOLUNTEER FIREHOUSE,"20169 PRINCETON RD STONY CREEK, VA 23882-3643",False,301 - COURTHOUSE - 0000,False,-77.28037,36.91358,
Sussex County Registrar Office,15080 COURTHOUSE ROAD STONY CREEK VA 23882,True,Locality wide location,False,-77.27946,36.91548,
Sussex Housing Building,"233L SOUTH COUNTY DR WAVERLY, VA 23890",False,"101 - WAVERLY - 2600, 101 - WAVERLY - 0000",False,-77.08891,37.03463,
Sussex Housing Building,"233L SOUTH COUNTY DR WAVERLY, VA 23890",False,"402 - WEST WAKEFIELD - 2600, 402 - WEST WAKEFIELD - 0000",False,-77.08891,37.03463,
Sussex Housing Building,"233L SOUTH COUNTY DR WAVERLY, VA 23890",False,"601 - BLACKWATER - 0003, 601 - BLACKWATER - 0002",False,-77.08891,37.03463,
WAKEFIELD TOWN HALL,"200 W MAIN ST WAKEFIELD, VA 23888",False,302 - WAKEFIELD - 0001,False,-76.98719,36.96894,
Wakefield Fire House,"115 FLEETWOOD AVE WAKEFIELD, VA 23888",False,"401 - MARS HILL - 2560, 401 - MARS HILL - 0000, 401 - MARS HILL - 0002",False,-76.98835,36.97325,
Sussex County Registrar Office,15080 COURTHOUSE RD STONY CREEK VA 23882,True,Locality wide location,False,-77.27946,36.91548,
