osm_id,code,fclass,name,lon,lat
356570306,2082,school,Bane Elementary School,-80.71924,37.26651
356591187,2082,school,Eastern Elementary School,-80.61025,37.32041
356591210,2082,school,Newport Elementary School,-80.49172,37.29929
5902214844,2501,supermarket,Wilburn Valley Grocery,-80.74238,37.2911
6532820787,2303,cafe,Sylvia's,-80.73519,37.32634
6532821488,2501,supermarket,Food Lion,-80.73668,37.33156
356583019,2005,post_office,Pearisburg Post Office,-80.7359,37.32818
367981066,2009,courthouse,Giles County Courthouse,-80.73509,37.32714
367984283,2002,fire_station,Meadows Of Dan Volunteer Fire Department Company 25,-80.67972,37.2325
367984376,2002,fire_station,Christainsburg Fire and Rescue,-80.69639,37.21806
367984471,2002,fire_station,Mount Pleasant Fire and Rescue,-80.51806,37.40639
367984541,2002,fire_station,Clearbrook Fire and Rescue,-80.58444,37.33778
367984552,2002,fire_station,Fairlawn Volunteer Fire Department,-80.97861,37.25778
367984888,2002,fire_station,Fork Mountain Volunteer Fire Department and Rescue Squad,-80.50944,37.41611
367987630,2001,police,Christiansburg Police Department,-80.69,37.21722
617259835,2005,post_office,Newport Post Office,-80.49808,37.29049
761862498,2005,post_office,Eggleston Post Office,-80.61976,37.28769
761862499,2002,fire_station,Eggleston Volunteer Fire Department,-80.62736,37.28856
2288265968,2005,post_office,United States Post Office,-80.63702,37.3215
