geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
51107610101,107.0,0.02068,1.0,0.99069,0.0,0.05988,0.0,0.01878,1.0,0.08915,1.0,0.02519,1.0,0.03208,1.0,0.07127,0.0,0.0,1.0,0.84862,0.0,0.0127,1.0,0.00668,1.0,0.00689,1.0,0.0028,1.0,0.01443,0.0,0.02003,1.0,0.0,1.0,0.00883,1.0,0.00151,1.0,0.0,1.0,0.00517,1.0,0.00947,1.0,0.01391,0.0,0.0,1.0,0.00296,0.01545,5056.0,101.80508,49.66354,0.13288,0.09035,0.35133,0.34101,0.16886,0.78664,0.77159,0.74001,0.7213,0.62246,0.0,0.24236,0.276,0.32326,0.38366,0.25672,0.80788,0.70954,0.64363,0.7045,0.79219,0.0
51107610102,107.0,0.0207,1.0,0.98439,0.0,0.03357,1.0,0.04682,0.0,0.06395,1.0,0.02028,1.0,0.02911,0.0,0.07876,0.0,0.00442,1.0,0.85677,0.0,0.01508,1.0,0.0052,1.0,0.0,1.0,0.02469,1.0,0.00312,1.0,0.02106,1.0,0.00364,1.0,0.00936,1.0,0.0026,1.0,0.00104,1.0,0.00364,1.0,0.0,1.0,0.01128,0.0,0.0,1.0,0.00403,0.01271,3866.0,56.52696,68.39215,0.15485,0.0836,0.25949,0.38149,0.10006,0.78806,0.76942,0.79397,0.69099,0.55636,0.0,0.23856,0.26052,0.53281,0.36568,0.21595,0.81197,0.71861,0.79683,0.74571,0.77286,0.0
51107610201,107.0,0.01838,1.0,0.98607,0.0,0.04054,0.0,0.01035,1.0,0.06639,1.0,0.03761,0.0,0.00583,1.0,0.07258,1.0,1e-05,1.0,0.85004,0.0,3e-05,1.0,1e-05,1.0,0.0,1.0,0.0642,1.0,0.00251,1.0,4e-05,1.0,0.00174,1.0,0.00175,1.0,0.01368,1.0,0.00636,1.0,0.00752,1.0,0.00462,1.0,0.01505,0.0,0.0,1.0,0.00718,0.01905,6229.0,106.44233,58.51995,0.16001,0.15225,0.23245,0.41209,0.15535,0.78742,0.77016,0.74837,0.72158,0.61154,0.0,0.25875,0.25231,0.38178,0.42457,0.22084,0.81528,0.73725,0.75283,0.73193,0.70055,0.0
51107610202,107.0,0.01591,1.0,0.98968,0.0,0.01821,1.0,0.03842,1.0,0.05892,1.0,0.03764,0.0,0.00693,1.0,0.08822,0.0,0.00098,1.0,0.83505,0.0,0.01392,0.0,0.0,1.0,0.0,1.0,0.03372,1.0,0.01137,1.0,0.01745,1.0,0.00608,1.0,0.01431,1.0,0.00059,1.0,0.0,1.0,0.01313,1.0,0.00353,1.0,0.01371,0.0,0.0,1.0,0.003,0.01751,5626.0,40.30429,139.58811,0.14263,0.13086,0.11512,0.41599,0.23642,0.79779,0.74523,0.60751,0.70944,0.70682,0.0,0.22606,0.20405,0.21191,0.41421,0.20224,0.83053,0.78136,0.76452,0.72081,0.84357,0.0
51107610300,107.0,0.0352,0.0,1.0,0.0,0.04902,0.0,0.02103,1.0,0.07879,1.0,0.0477,0.0,0.03478,1.0,0.04727,1.0,0.00114,1.0,0.82098,0.0,0.01547,1.0,0.02158,1.0,0.00241,1.0,0.0,1.0,0.00256,1.0,0.00256,1.0,0.03308,1.0,0.00568,1.0,0.00284,1.0,0.0,1.0,0.0061,1.0,0.0,1.0,0.02076,0.0,0.0,1.0,0.00719,0.02575,8921.0,141.34373,63.11564,0.19872,0.21098,0.256,0.44317,0.24808,0.78555,0.71419,0.68751,0.67163,0.68746,0.0,0.28149,0.22623,0.36238,0.43062,0.27484,0.82345,0.72576,0.76953,0.74437,0.76635,0.0
51107610400,107.0,0.01962,1.0,0.94559,0.0,0.03416,1.0,0.02375,0.0,0.0674,1.0,0.01598,1.0,0.02729,0.0,0.06068,0.0,0.00098,1.0,0.87816,0.0,0.01609,1.0,0.00216,1.0,0.0,1.0,0.01358,1.0,0.00961,1.0,0.00316,1.0,4e-05,1.0,0.0051,1.0,0.00432,1.0,0.0,1.0,0.00393,1.0,0.0,1.0,0.01592,0.0,0.08954,0.0,0.02382,0.01299,4700.0,12.8019,367.13304,0.20467,0.15272,0.20825,0.42908,0.2342,0.77222,0.68271,0.70898,0.6686,0.68909,0.0,0.28076,0.23315,0.46158,0.46629,0.1602,0.80492,0.68978,0.80885,0.70672,0.63921,0.0
51107610503,107.0,0.07214,0.0,0.99164,0.0,0.04831,0.0,0.06761,0.0,0.06911,1.0,0.14018,0.0,0.1108,0.0,0.08719,0.0,0.0,1.0,0.60689,0.0,0.01728,1.0,0.0,1.0,0.00887,1.0,0.00138,1.0,0.00184,1.0,0.05114,1.0,0.08086,0.0,0.00196,1.0,0.00944,1.0,0.0,1.0,0.00207,1.0,0.00369,1.0,0.02245,0.0,0.0,1.0,0.01326,0.02221,8103.0,10.63145,762.17277,0.13079,0.10518,0.092,0.3183,0.12089,0.76255,0.73257,0.73307,0.70296,0.63004,0.0,0.25219,0.25421,0.3005,0.39964,0.24251,0.79442,0.74595,0.76221,0.74936,0.76083,0.0
51107610504,107.0,0.11432,0.0,0.99,0.0,0.02244,1.0,0.00949,1.0,0.07283,1.0,0.06696,0.0,0.08218,0.0,0.22546,0.0,0.00261,1.0,0.59789,0.0,0.09436,1.0,0.0,1.0,0.00402,1.0,0.0799,1.0,0.02413,1.0,0.01848,1.0,0.02196,1.0,0.00348,1.0,0.03348,1.0,0.0,1.0,0.00337,1.0,0.00174,1.0,0.02304,0.0,0.28672,0.0,0.01257,0.01377,7098.0,3.34596,2121.36735,0.1843,0.0977,0.21025,0.34232,0.18242,0.70541,0.64699,0.65556,0.67332,0.53439,0.0,0.28346,0.23377,0.30084,0.39599,0.24922,0.74855,0.59818,0.75568,0.67869,0.66136,0.0
51107610505,107.0,0.31133,0.0,0.90871,0.0,0.04254,1.0,0.07327,1.0,0.14949,1.0,0.07438,1.0,0.05613,1.0,0.45772,0.0,0.01286,1.0,0.367,0.0,0.35951,0.0,0.0,1.0,0.0,1.0,0.04709,1.0,0.01007,1.0,0.04104,1.0,2e-05,1.0,0.00325,1.0,0.01332,1.0,0.0,1.0,1e-05,1.0,0.0,1.0,0.01224,0.0,0.0,1.0,0.04091,0.01063,6727.0,1.98911,3381.91372,0.15688,0.07206,0.15879,0.25875,0.19532,0.66313,0.65878,0.66669,0.62557,0.53037,0.0,0.2689,0.21919,0.27708,0.32197,0.23463,0.70304,0.59483,0.73628,0.62205,0.62782,0.0
51107610506,107.0,0.12681,0.0,0.97565,0.0,0.02195,1.0,0.08947,1.0,0.10416,1.0,0.15394,0.0,0.11335,0.0,0.22678,0.0,0.00751,1.0,0.41177,0.0,0.12241,0.0,0.0,1.0,0.00048,1.0,0.0221,1.0,0.04284,1.0,0.03313,0.0,0.02117,1.0,0.00901,1.0,0.08388,0.0,4e-05,1.0,0.00912,1.0,0.00352,1.0,0.01517,0.0,0.03259,0.0,0.03298,0.0129,5654.0,7.63834,740.21289,0.15892,0.08297,0.15452,0.29089,0.17396,0.73379,0.72092,0.76386,0.66667,0.66191,0.0,0.29343,0.19933,0.36702,0.38136,0.26894,0.7766,0.72774,0.8196,0.70957,0.73872,0.0
51107610507,107.0,0.03306,0.0,0.97961,0.0,0.03463,1.0,0.03187,0.0,0.06842,1.0,0.11465,0.0,0.05858,0.0,0.06467,0.0,0.00141,1.0,0.7179,0.0,0.00141,1.0,0.0,1.0,0.0,1.0,0.02749,1.0,0.0214,1.0,0.00297,1.0,0.04514,0.0,0.01437,1.0,0.02765,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01814,0.0,0.0,1.0,0.00401,0.01879,6298.0,4.72322,1333.41128,0.25925,0.14142,0.14515,0.56447,0.29565,0.75771,0.66442,0.75192,0.65265,0.72448,0.0,0.29878,0.28878,0.38258,0.47941,0.27664,0.81088,0.72549,0.75822,0.76562,0.76969,0.0
