geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51001090101,1.0,0.03561,1.0,0.89604,0.0,0.14661,0.0,0.09721,0.0,0.03691,1.0,0.02139,1.0,0.00414,1.0,0.03174,1.0,0.0,1.0,0.89928,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00379,1.0,0.01621,1.0,0.0,1.0,0.02139,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05244,0.0,0.0,1.0,0.06948,0.06031,1803.0,44.01296,40.96521,,,,,,,,,0.19343,0.36364,0.0,0.27731,0.75368,0.44,0.0,0.61979
51001090102,1.0,0.03561,1.0,0.89604,0.0,0.14661,0.0,0.09721,0.0,0.03691,1.0,0.02139,1.0,0.00414,1.0,0.03174,1.0,0.0,1.0,0.89928,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00379,1.0,0.01621,1.0,0.0,1.0,0.02139,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05174,0.0,0.0,1.0,0.03881,0.05194,1553.0,12.4445,124.79412,,,,,,,,,0.19343,0.36364,0.0,0.27731,0.75368,0.44,0.0,0.61979
51001090201,1.0,0.01717,1.0,0.94695,0.0,0.09459,1.0,0.10546,0.0,0.05493,1.0,0.02235,1.0,0.28505,0.0,0.0532,1.0,0.0,1.0,0.6394,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03691,1.0,0.01629,1.0,0.0,1.0,0.0,1.0,0.00312,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1257,0.0,0.06256,0.0,0.06395,0.10816,4000.0,101.53336,39.39592,,,,,,,,,0.12572,0.3737,0.0,0.16046,0.65782,0.39752,1.0,0.47916
51001090202,1.0,0.01717,1.0,0.94695,0.0,0.09459,1.0,0.10546,0.0,0.05493,1.0,0.02235,1.0,0.28505,0.0,0.0532,1.0,0.0,1.0,0.6394,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03691,1.0,0.01629,1.0,0.0,1.0,0.0,1.0,0.00312,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07315,0.0,0.0,1.0,0.12413,0.08571,3068.0,122.81604,24.98045,,,,,,,,,0.12641,0.16667,0.0,0.16366,0.61839,0.25047,1.0,0.4905
51001090300,1.0,0.03223,1.0,0.96931,0.0,0.1257,0.0,0.21906,0.0,0.11316,1.0,0.00902,1.0,0.18737,0.0,0.09102,0.0,0.00615,1.0,0.70152,0.0,0.0205,1.0,0.0,1.0,0.0,1.0,0.04797,0.0,0.01599,1.0,0.0,1.0,0.0,1.0,0.00082,1.0,0.00779,1.0,0.00041,1.0,0.0,1.0,0.0,1.0,0.07699,0.0,0.17665,0.0,0.0109,0.06081,2110.0,190.19958,11.09361,0.07113,0.01502,0.42013,0.18052,0.61882,0.24319,0.75627,0.6314,0.08512,0.22576,,0.10716,0.66155,0.36655,0.0,0.50432
51001090401,1.0,0.21622,0.0,0.8487,0.0,0.04612,0.0,0.31604,0.0,0.08723,1.0,0.0,1.0,0.39285,0.0,0.23186,0.0,0.0,1.0,0.37347,0.0,0.05498,1.0,0.00121,1.0,0.0,1.0,0.17522,0.0,0.00015,1.0,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06529,0.0,0.0,1.0,0.01192,0.06171,2474.0,90.1786,27.43445,,,,,,,,,0.10908,0.15303,,0.15866,0.63576,0.43227,0.0,0.44815
51001090402,1.0,0.21622,0.0,0.8487,0.0,0.04612,0.0,0.31604,0.0,0.08723,1.0,0.0,1.0,0.39285,0.0,0.23186,0.0,0.0,1.0,0.37347,0.0,0.05498,1.0,0.00121,1.0,0.0,1.0,0.17522,0.0,0.00015,1.0,0.0003,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08518,0.0,0.00426,0.0,0.19942,0.07935,3213.0,139.41889,23.04566,,,,,,,,,0.10762,0.09869,,0.18267,0.65704,0.38873,0.0,0.4722
51001090500,1.0,0.10855,1.0,0.88247,0.0,0.09743,1.0,0.24743,0.0,0.04355,1.0,0.00238,1.0,0.27791,0.0,0.12312,0.0,0.0,1.0,0.54117,0.0,0.00911,1.0,0.0,1.0,0.0,1.0,0.11401,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00079,1.0,0.00158,1.0,0.0,1.0,0.06998,0.0,0.0,1.0,0.22573,0.07668,2746.0,105.44972,26.04085,0.0704,0.04755,0.31119,0.12644,0.62596,0.37647,0.6925,0.62894,0.08253,0.04637,,0.13217,0.68532,0.38675,0.0,0.49499
51001090600,1.0,0.01201,1.0,0.88513,0.0,0.10857,0.0,0.13934,0.0,0.02308,1.0,0.00725,1.0,0.14332,0.0,0.03731,1.0,0.0,1.0,0.80811,0.0,0.01261,1.0,0.00725,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00913,1.0,0.0,1.0,0.0,1.0,0.00725,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13269,0.0,0.05463,0.0,0.07776,0.12916,3926.0,487.56153,8.05232,0.11283,0.00899,0.0,0.18968,0.69705,0.3455,0.33333,0.51867,0.11823,0.17988,,0.23314,0.73352,0.47833,0.0,0.52753
51001090700,1.0,0.0227,1.0,0.92829,0.0,0.13981,0.0,0.10777,0.0,0.06098,1.0,0.0036,1.0,0.36742,0.0,0.03428,1.0,0.0303,0.0,0.55909,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0233,1.0,0.00208,1.0,0.0,1.0,0.0036,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15594,0.0,0.0,1.0,0.10596,0.17172,5260.0,183.0606,28.73365,0.08808,0.09279,0.0,0.18886,0.67599,0.33762,0.75299,0.56625,0.10994,0.11822,1.0,0.16019,0.71391,0.47658,1.0,0.5085
51001090800,1.0,0.00566,1.0,0.93559,0.0,0.14278,0.0,0.29208,0.0,0.13357,1.0,0.0,1.0,0.42199,0.0,0.04258,1.0,0.0,1.0,0.52756,0.0,0.00087,1.0,0.0,1.0,0.0,1.0,0.02975,1.0,0.00175,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11091,0.0,0.00169,0.0,0.06453,0.11442,3384.0,315.99948,10.70888,0.08914,0.09012,0.0,0.16587,0.67183,0.36924,0.51988,0.50609,0.10016,0.17193,1.0,0.14491,0.72201,0.52212,0.99997,0.54291
51001980100,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,0.0032,3e-05,1.0,69.73285,0.01434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19343,0.36364,0.0,0.27731,0.75368,0.44,0.0,0.61979
51001980200,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,0.00422,0.0,0.0,76.02721,0.0,0.05696,,1.0,0.15789,0.65343,0.0,1.0,0.67857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51001090100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08967,0.0,,0.08696,0.69539,0.54545,0.0,0.48936,,,,,,,,
51001090200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10571,0.0816,0.34586,0.20567,0.60348,0.2667,0.44308,0.45006,,,,,,,,
51001090400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10875,0.04422,0.42289,0.15524,0.60899,0.32901,0.40552,0.51407,,,,,,,,
