geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51073100101,73.0,0.00198,1.0,1.0,0.0,0.13532,0.0,0.03584,0.0,0.08979,1.0,0.00545,1.0,0.10601,0.0,0.05369,1.0,0.0,1.0,0.82954,0.0,0.00177,1.0,0.00191,1.0,0.0,1.0,0.00286,1.0,0.04715,1.0,0.0,1.0,0.0,1.0,0.00259,1.0,0.0,1.0,0.00286,1.0,0.0,1.0,0.0,1.0,0.08103,0.0,0.08804,0.0,0.03473,0.07858,3015.0,142.45552,21.1645,,,,,,,,,0.11521,0.18044,0.0,0.1549,0.76019,0.60455,0.70312,0.57937
51073100102,73.0,0.00198,1.0,1.0,0.0,0.13532,0.0,0.03584,0.0,0.08979,1.0,0.00545,1.0,0.10601,0.0,0.05369,1.0,0.0,1.0,0.82954,0.0,0.00177,1.0,0.00191,1.0,0.0,1.0,0.00286,1.0,0.04715,1.0,0.0,1.0,0.0,1.0,0.00259,1.0,0.0,1.0,0.00286,1.0,0.0,1.0,0.0,1.0,0.12433,0.0,0.06113,0.0,0.0283,0.12316,4676.0,105.87012,44.16732,,,,,,,,,0.12177,0.09061,0.0,0.16416,0.7599,0.64638,0.71429,0.61317
51073100201,73.0,0.01208,1.0,0.94236,0.0,0.16112,0.0,0.12612,0.0,0.08232,1.0,0.02357,1.0,0.11504,0.0,0.0394,1.0,0.0,1.0,0.80141,0.0,0.0,1.0,0.00668,1.0,0.0,1.0,0.03043,1.0,0.00229,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00299,1.0,0.0,1.0,0.00862,1.0,0.0,1.0,0.1446,0.0,0.0,1.0,0.04322,0.15429,6112.0,93.19534,65.58268,0.09362,0.16629,0.0,0.19005,0.73343,0.51635,0.4002,0.60527,0.16175,0.10938,0.41838,0.24468,0.76579,0.58784,0.376,0.61803
51073100202,73.0,0.00545,1.0,0.97208,0.0,0.15018,0.0,0.0664,0.0,0.07467,1.0,0.00798,1.0,0.05272,0.0,0.02593,1.0,0.0,1.0,0.9108,0.0,0.00199,1.0,0.0,1.0,0.0,1.0,0.00684,1.0,0.0171,1.0,0.0,1.0,0.0,1.0,0.00798,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09686,0.0,0.0002,0.0,0.10548,0.09741,3756.0,41.70988,90.05062,0.08187,0.07692,1.0,0.11364,0.73125,0.59091,0.25,0.55696,0.15683,0.4,1.0,0.19512,0.76258,0.52632,0.5,0.61887
51073100203,73.0,0.00415,1.0,0.90047,0.0,0.14285,0.0,0.1182,0.0,0.03909,1.0,0.00137,1.0,0.14162,0.0,0.02332,1.0,0.0,1.0,0.81955,0.0,0.02242,1.0,2e-05,1.0,0.0,1.0,0.00087,1.0,1e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1e-05,1.0,0.0,1.0,0.00133,1.0,0.0,1.0,0.10686,0.0,0.00196,0.0,0.5081,0.10848,4229.0,88.05987,48.02415,0.0985,0.0946,0.10561,0.15516,0.75084,0.59996,0.45224,0.66061,0.16241,0.313,0.23807,0.23143,0.78067,0.72822,0.30739,0.64013
51073100301,73.0,0.00272,1.0,0.95416,0.0,0.20483,0.0,0.07889,0.0,0.09062,1.0,0.00194,1.0,0.08723,0.0,0.0346,1.0,0.0,1.0,0.84435,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0046,1.0,0.01142,1.0,0.0,1.0,0.0,1.0,0.00191,1.0,3e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.15535,0.0,0.07529,0.0,0.12966,0.14242,5800.0,20.33246,285.25818,0.06522,0.09357,0.16854,0.15576,0.72719,0.56202,0.56022,0.61113,0.1561,0.28853,0.34684,0.1929,0.74833,0.59747,0.75382,0.56897
51073100302,73.0,0.0,1.0,0.99348,0.0,0.10193,0.0,0.07862,0.0,0.06881,1.0,0.0,1.0,0.08722,0.0,0.04415,1.0,0.00197,1.0,0.84039,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01019,1.0,0.03092,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00125,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14045,0.0,0.0,1.0,0.06921,0.14379,5779.0,58.37892,98.9912,0.0892,0.01713,0.0,0.1681,0.72544,0.55097,0.66633,0.5985,0.14469,0.27847,0.6,0.163,0.7553,0.58845,0.55465,0.5786
51073100400,73.0,0.0,1.0,0.99999,0.0,0.14252,1.0,0.17142,0.0,0.06282,1.0,0.00705,1.0,0.06424,1.0,0.01696,1.0,0.0,1.0,0.91173,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01693,1.0,2e-05,1.0,0.0,1.0,0.0,1.0,0.00353,1.0,0.00353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03856,0.0,0.03396,0.0,0.062,0.03827,1476.0,89.48531,16.49433,0.09138,0.0817,0.0,0.15417,0.73904,0.58235,0.34932,0.64536,0.13906,0.2595,0.0,0.17221,0.76694,0.62859,0.44382,0.57295
51073100500,73.0,0.00932,1.0,0.95925,0.0,0.11489,0.0,0.11924,0.0,0.08088,1.0,0.01163,0.0,0.00841,1.0,0.01459,1.0,0.0,1.0,0.91912,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00791,1.0,0.00668,1.0,0.0,1.0,0.00099,1.0,0.00544,1.0,0.0,1.0,0.0042,1.0,0.0,1.0,0.0,1.0,0.11196,0.0,0.03153,0.0,0.0193,0.1136,4094.0,106.38482,38.48293,0.08797,0.13725,0.03154,0.14897,0.74667,0.61443,0.28831,0.64165,0.13018,0.15162,0.03596,0.1894,0.77647,0.63546,0.74664,0.56786
51073100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06872,0.0491,0.0,0.13685,0.7245,0.60587,0.49937,0.57376,,,,,,,,
