geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
51177020104,177.0,0.00565,1.0,1.0,0.0,0.08857,1.0,0.07421,0.0,0.06675,1.0,0.00995,1.0,0.0796,1.0,0.06986,1.0,0.0,1.0,0.80514,0.0,0.00166,1.0,0.0,1.0,0.0,1.0,0.00456,1.0,0.06095,1.0,0.00269,1.0,0.00166,1.0,0.0,1.0,0.0,1.0,0.0056,1.0,0.0,1.0,0.0,1.0,0.03567,0.0,0.0,1.0,0.01789,0.04941,4963.0,45.37983,109.36577,0.20975,0.08693,0.16445,0.38017,0.15749,0.54255,0.55156,0.54349,0.53668,0.55078,0.0,0.19498,0.18827,0.28268,0.28957,0.18047,0.77515,0.6612,0.67013,0.67128,0.68502,0.0
51177020105,177.0,0.00742,1.0,0.99151,0.0,0.07388,0.0,0.04038,1.0,0.06352,1.0,0.00318,1.0,0.00635,1.0,0.04583,1.0,0.0,1.0,0.93738,0.0,0.02677,1.0,0.00272,1.0,0.0,1.0,0.01089,1.0,0.00318,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00318,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01791,0.0,0.0,1.0,0.00717,0.02478,2439.0,45.81938,53.23076,0.27911,0.1433,0.43544,0.47801,0.18072,0.37784,0.43618,0.31762,0.43048,0.38626,0.0,0.18662,0.17955,0.15245,0.28852,0.20571,0.78142,0.70076,0.61643,0.67569,0.64811,0.0
51177020106,177.0,0.01562,1.0,0.9713,0.0,0.07811,0.0,0.00515,1.0,0.06659,1.0,0.04765,0.0,0.09139,0.0,0.09469,0.0,0.0,1.0,0.73816,0.0,0.00947,1.0,0.02976,1.0,0.0,1.0,0.03006,0.0,0.02179,1.0,0.00361,1.0,0.00917,1.0,0.00451,1.0,0.03728,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05312,0.0,0.0,1.0,0.05945,0.07885,8075.0,43.60699,185.17673,0.19745,0.07252,0.31768,0.26989,0.15404,0.68229,0.62161,0.59901,0.58687,0.64392,0.0,0.23447,0.18535,0.33192,0.3198,0.2664,0.79057,0.65377,0.66811,0.66507,0.72989,0.0
51177020107,177.0,0.0119,1.0,0.99182,0.0,0.07915,0.0,0.03553,1.0,0.07766,1.0,0.0198,1.0,0.09594,0.0,0.03299,1.0,0.00254,1.0,0.80051,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02538,1.0,0.00609,1.0,0.00152,1.0,0.0,1.0,0.0,1.0,0.01523,1.0,0.0,1.0,0.00254,1.0,0.0,1.0,0.01512,0.0,0.0,1.0,0.01495,0.0,2346.0,2.5414,923.11198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21659,0.2459,0.36667,0.21795,0.18812,0.71214,0.53275,0.55556,0.57494,0.63125,1.0
51177020108,177.0,0.08839,1.0,0.922,0.0,0.12338,0.0,0.13063,0.0,0.07001,1.0,0.07865,0.0,0.20527,0.0,0.09594,0.0,0.0,1.0,0.55359,0.0,0.0618,0.0,0.0,1.0,0.0,1.0,0.01901,1.0,0.01513,1.0,0.0,1.0,0.00886,1.0,0.0,1.0,0.00194,1.0,0.00346,1.0,0.00691,1.0,0.04775,1.0,0.03179,0.0,0.12008,0.0,0.06474,0.0321,4256.0,5.15011,826.39004,0.13082,0.09658,0.2056,0.10712,0.11352,0.67854,0.59459,0.56911,0.65774,0.58318,1.0,0.23258,0.19796,0.41064,0.25297,0.21854,0.72679,0.60882,0.67741,0.60693,0.66349,1.0
51177020109,177.0,0.03312,1.0,0.84485,0.0,0.11571,0.0,0.04153,0.0,0.10147,1.0,0.0,1.0,0.13572,0.0,0.18417,0.0,0.00152,1.0,0.6758,0.0,0.03678,1.0,0.00304,1.0,0.01598,1.0,0.04338,1.0,0.02892,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03096,0.0,0.23528,0.0,0.04082,0.02738,3683.0,3.53803,1040.97347,0.12995,0.08963,0.19922,0.09983,0.11393,0.67706,0.59241,0.56124,0.66173,0.58035,0.0,0.23291,0.19869,0.42162,0.2534,0.21925,0.72702,0.61364,0.6904,0.60807,0.66487,0.0
51177020110,177.0,0.10452,1.0,0.95692,0.0,0.10035,0.0,0.09608,0.0,0.07569,1.0,0.02946,1.0,0.16967,0.0,0.18237,0.0,0.0,1.0,0.57785,0.0,0.02286,1.0,0.0,1.0,0.0,1.0,0.07417,0.0,0.01346,1.0,0.01803,1.0,0.0,1.0,0.0,1.0,0.00229,1.0,0.0,1.0,0.0,1.0,0.02718,1.0,0.02586,0.0,0.00051,0.0,0.00248,0.02927,3900.0,2.57187,1516.40819,0.11256,0.02469,0.08333,0.08065,0.10471,0.64714,0.55479,0.63158,0.63918,0.57357,0.0,0.20353,0.28926,0.57143,0.20101,0.15596,0.69884,0.60199,0.65625,0.57514,0.61582,0.0
51177020111,177.0,0.03784,1.0,0.96845,0.0,0.09614,0.0,0.0627,1.0,0.10296,1.0,0.01743,1.0,0.17714,0.0,0.06729,0.0,0.0,1.0,0.69315,0.0,0.0,1.0,0.00284,1.0,0.0,1.0,0.00649,1.0,0.0,1.0,0.01702,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01338,1.0,0.0,1.0,0.01875,0.0,0.02163,0.0,0.00161,0.02253,2467.0,1.9544,1262.27901,0.13435,0.06557,0.0303,0.21094,0.13595,0.68604,0.61929,0.66,0.7033,0.64147,0.0,0.19439,0.1828,0.32432,0.22849,0.1849,0.74697,0.65035,0.5873,0.65437,0.7191,0.0
51177020112,177.0,0.03565,1.0,0.98514,0.0,0.10274,0.0,0.0643,1.0,0.12149,0.0,0.04501,0.0,0.15431,0.0,0.14112,0.0,0.00068,1.0,0.62978,0.0,0.04772,1.0,0.0088,1.0,0.0,1.0,0.01489,1.0,0.06294,0.0,0.00541,1.0,0.0,1.0,0.0,1.0,0.00643,1.0,0.01591,1.0,0.0,1.0,0.0,1.0,0.0216,0.0,0.05888,0.0,0.00047,0.02522,2762.0,2.40573,1148.09352,0.13435,0.06557,0.0303,0.21094,0.13595,0.68604,0.61929,0.66,0.7033,0.64147,0.0,0.19439,0.1828,0.32432,0.22849,0.1849,0.74697,0.65035,0.5873,0.65437,0.7191,0.0
51177020113,177.0,0.00914,1.0,0.98897,0.0,0.08651,0.0,0.03289,1.0,0.12791,1.0,0.01787,0.0,0.15995,0.0,0.09588,0.0,0.00109,1.0,0.65679,0.0,0.00828,1.0,0.0,1.0,0.0,1.0,0.04075,1.0,0.03596,1.0,0.00458,1.0,0.0,1.0,0.00545,1.0,0.0061,1.0,0.0,1.0,0.00545,1.0,0.0,1.0,0.03726,0.0,0.07351,0.0,0.00911,0.04407,4534.0,23.81992,190.34488,0.14953,0.05414,0.20986,0.25713,0.17547,0.70831,0.61144,0.55674,0.62847,0.60059,0.0,0.18249,0.14674,0.2869,0.2887,0.16846,0.75716,0.63276,0.66774,0.64027,0.67353,0.0
