geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51590000100,590,0.02165,1,0.93272,0,0.13907,0,0.16149,0,0.11383,1,0.01025,1,0.55326,0,0.05215,1,0.0,1,0.37755,0,0.0,1,0.0,1,0.00747,1,0.03319,1,0.01147,1,1e-05,1,0.0,1,0.0,1,0.0,1,0.00261,1,0.00156,1,0.0,1,0.13822,0,0.06125,0,0.0361,0.1485,5912,5.12716,1153.07535,0.10325,0.0,0.31548,0.11523,0.70779,0.47358,0.76608,0.5406,0.21714,0.50735,0.60542,0.18865,0.70317,0.54869,0.74337,0.48475
51590000200,590,0.02862,1,0.84713,0,0.16848,0,0.19658,0,0.04575,1,0.00191,1,0.50933,0,0.06338,1,2e-05,1,0.40306,0,5e-05,1,0.0027,1,0.00441,1,0.01251,1,1e-05,1,0.04077,1,0.00042,1,0.0,1,2e-05,1,0.0,1,0.0,1,0.0,1,0.101,0,0.12078,0,0.09772,0.09594,4196,5.66431,740.77883,0.11858,0.03948,0.0,0.08575,0.69462,0.6537,0.50479,0.53552,0.24375,0.33179,0.48259,0.15783,0.69161,0.56455,0.57968,0.51179
51590000300,590,0.00691,1,0.79394,0,0.23644,0,0.20722,0,0.0811,1,0.0,1,0.667,0,0.01258,1,0.0,1,0.25157,0,0.0,1,0.0,1,0.0,1,0.0,1,0.00794,1,0.00463,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.08056,0,0.13119,0,0.01027,0.07244,3342,3.06225,1091.35304,0.09947,0.05488,0.0,0.07038,0.63117,0.50713,0.33333,0.44556,0.21027,0.23496,0.43716,0.20533,0.63476,0.38091,0.47293,0.39425
51590000400,590,0.00816,1,0.66025,0,0.23612,0,0.39588,0,0.0677,1,4e-05,1,0.68544,0,0.00018,1,0.0,1,0.28335,0,0.0,1,0.0,1,3e-05,1,0.00011,1,4e-05,1,0.0,1,0.0,1,0.0,1,0.0,1,1e-05,1,1e-05,1,0.0,1,0.079,0,0.19686,0,0.04298,0.05841,3809,6.7403,565.1086,0.13453,0.0,0.0,0.11833,0.59207,0.59722,0.0,0.525,0.24483,0.20223,1.0,0.1368,0.59239,0.39128,0.48055,0.32293
51590000500,590,0.00988,1,0.6303,0,0.28315,0,0.30175,0,0.09514,1,0.0,1,0.61997,0,0.01568,1,0.00157,1,0.30476,0,0.00157,1,0.0,1,0.0,1,0.00889,1,0.00523,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.05417,0,0.33216,0,0.14417,0.0365,1666,2.89084,576.30303,0.11494,0.09676,0.0,0.12184,0.60904,0.30157,0.3103,0.53113,0.23114,0.15575,0.47759,0.15202,0.63428,0.36349,0.36377,0.48005
51590000600,590,0.00611,1,0.70378,0,0.18511,1,0.25438,0,0.06077,1,0.0,1,0.80089,0,0.02717,1,0.0,1,0.15909,0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.05179,0,0.07611,0,0.03613,0.04603,2215,1.91699,1155.4582,0.12556,0.07674,0.0,0.10319,0.63329,0.47216,0.31076,0.54263,0.27762,0.41955,0.55773,0.25621,0.64181,0.48807,0.5926,0.42214
51590000700,590,0.01139,1,0.90497,0,0.10836,0,0.1059,0,0.18986,0,0.0206,1,0.20666,0,0.02758,1,0.00349,1,0.70777,0,0.00475,1,0.0,1,0.0,1,0.00887,1,0.0,1,0.01395,1,0.00824,1,0.0,1,0.00222,1,0.0,1,0.0,1,0.0,1,0.08387,0,0.16779,0,0.16754,0.07259,3371,4.55636,739.84449,0.1193,0.02854,0.0,0.10686,0.656,0.50602,0.53485,0.53059,0.2412,0.30481,0.17953,0.2126,0.66095,0.51346,0.55103,0.45952
51590000800,590,0.04159,1,0.90287,0,0.23121,0,0.18898,0,0.03492,1,0.05627,1,0.37951,0,0.01203,1,0.0031,1,0.53434,0,0.00582,1,0.0,1,0.0,1,0.0,1,0.0,1,0.00621,1,0.05316,1,0.0,1,0.0031,1,0.0,1,0.0,1,0.0,1,0.05815,0,0.0,1,0.18903,0.08057,2736,9.27483,294.99189,0.11363,0.09967,0.23286,0.24923,0.72003,0.60736,0.56911,0.55545,0.18546,0.14338,0.49586,0.18261,0.74487,0.49498,0.57911,0.53528
51590000900,590,0.03433,1,0.88814,0,0.14373,0,0.20139,0,0.08783,1,0.0015,1,0.36036,0,0.04281,1,0.0035,1,0.54765,0,0.01399,1,0.0,1,0.00062,1,0.02818,1,2e-05,1,0.0,1,1e-05,1,0.00016,1,0.00016,1,0.0,1,0.0,1,0.0,1,0.0788,0,0.00394,0,0.03188,0.09,3632,8.33113,435.95538,0.11121,0.12547,0.0,0.13165,0.6777,0.69277,0.43281,0.69216,0.18561,0.1416,0.0,0.20979,0.68246,0.50238,0.52188,0.50597
51590001000,590,0.01085,1,0.7234,0,0.28294,0,0.39357,0,0.0647,1,0.03123,1,0.61684,0,0.05131,1,0.0,1,0.22142,0,0.0,1,0.0,1,0.0,1,0.00167,1,0.04964,1,0.0,1,0.03123,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.07986,0,0.04101,0,0.02704,0.08259,3617,3.53535,1023.09446,0.10353,0.0356,0.0,0.15843,0.66551,0.48276,0.60074,0.51905,0.22441,0.29064,0.2006,0.22749,0.67169,0.56381,0.62508,0.4662
51590001100,590,0.0,1,0.82923,0,0.21252,0,0.28051,0,0.09598,1,0.0,1,0.62128,0,0.04985,1,0.0,1,0.25446,0,0.0,1,0.0,1,0.01562,1,0.01637,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.03085,0,0.09318,0,0.00897,0.02912,1272,3.91793,324.66146,0.09688,0.07167,0.0,0.14646,0.64045,0.42645,0.24698,0.48197,0.25057,0.38581,0.6366,0.29324,0.66118,0.5859,0.54356,0.44645
51590001200,590,0.08752,1,0.86395,0,0.15563,0,0.28335,0,0.07993,1,0.01874,1,0.35998,0,0.15711,0,0.0,1,0.43936,0,0.03252,1,0.0,1,0.03528,1,0.08931,1,0.0,1,0.0,1,0.0,1,0.00937,1,0.00937,1,0.0,1,0.0,1,0.0,1,0.03504,0,0.0,1,0.09481,0.04264,1854,17.72387,104.60469,0.10446,0.04827,0.0,0.15638,0.66675,0.50187,0.55579,0.53467,0.22277,0.29233,0.20399,0.23032,0.67287,0.56513,0.6214,0.46721
51590001301,590,0.00351,1,0.93116,0,0.15806,0,0.14003,0,0.05228,1,0.01285,1,0.47373,0,1e-05,1,0.0,1,0.48942,0,0.0,1,0.0,1,0.0,1,1e-05,1,0.0,1,0.0,1,0.006,1,0.00343,1,0.00343,1,0.0,1,0.0,1,0.0,1,0.02884,0,0.00186,0,0.08147,0.0335,1543,9.38474,164.41583,0.08142,0.0,,0.0,0.66261,0.4,0.0,0.51613,0.17031,0.0,0.0,0.15094,0.68003,0.28125,0.0,0.51456
51590001302,590,0.14694,1,0.8889,1,0.17809,0,0.17608,0,0.14954,1,0.0,1,0.38284,0,0.15451,1,0.0,1,0.44769,0,0.07377,1,0.0,1,0.0,1,0.06779,1,0.01296,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.02277,0,0.37154,0,0.00496,0.01665,767,5.85212,131.06357,0.08142,0.0,,0.0,0.66261,0.4,0.0,0.51613,0.17031,0.0,1.0,0.15094,0.68003,0.28125,0.5,0.51456
51590001400,590,0.00107,1,0.97619,0,0.1473,0,0.10467,0,0.08229,1,0.0145,1,0.06239,0,0.04924,1,0.0,1,0.87386,0,0.0,1,0.0,1,0.0,1,0.04924,1,0.0,1,0.0,1,0.0,1,0.01113,1,0.00337,1,0.0,1,0.0,1,0.0,1,0.07707,0,0.03888,0,0.01381,0.09442,3063,18.86874,162.332,0.12173,0.14224,0.21455,0.25632,0.72771,0.62466,0.55649,0.58138,0.19409,0.15901,0.44591,0.20411,0.76341,0.51977,0.6122,0.5644
51590980100,590,0.02002,1,0.95381,1,0.14096,1,0.20013,1,0.09082,1,0.0,1,0.08317,1,0.03999,1,0.0,1,0.86074,1,0.0,1,0.0,1,0.0,1,0.03474,1,0.00159,1,0.00366,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.01311,0.00011,5,6.33898,0.78877,0.08142,0.0,,0.0,0.66261,0.4,0.0,0.51613,0.17031,0.0,0.0,0.15094,0.68003,0.28125,0.0,0.51456
