,osm_id,code,fclass,name,lon,lat
0,356600985,2005,post_office,Brucetown Post Office,-78.06444,39.25371
1,356600987,2005,post_office,Clear Brook Post Office,-78.09556,39.25621
2,356600989,2005,post_office,Cross Junction Post Office,-78.29584,39.32149
3,356601003,2005,post_office,Gore Post Office,-78.3225,39.26732
4,356601005,2005,post_office,Hayfield Post Office,-78.29133,39.23329
5,356601018,2005,post_office,Middletown Post Office,-78.28015,39.02723
6,356601024,2005,post_office,Round Hill Post Office,-78.23445,39.19233
7,356601028,2005,post_office,Star Tannery Post Office,-78.4289,39.07844
8,356601032,2005,post_office,Stephens City Post Office,-78.2118,39.091
9,356601039,2005,post_office,Whitacre Post Office,-78.33028,39.33288
10,367982428,2002,fire_station,Gainesboro Volunteer Fire and Rescue Company 16,-78.25556,39.27389
11,367982437,2002,fire_station,Greenwood Volunteer Fire and Rescue Company 18,-78.12182,39.1694
12,367982440,2002,fire_station,Star Tannery Volunteer Fire Company 17,-78.44222,39.07583
13,367982444,2002,fire_station,Reynolds Store Volunteer Fire and Rescue Company 20,-78.30203,39.38664
14,367982448,2002,fire_station,North Mountain Volunteer Fire and Rescue Company 19,-78.33118,39.19057
15,367982481,2002,fire_station,Middletown Volunteer Fire and Rescue Company 12,-78.27946,39.02882
16,367982487,2002,fire_station,Stephens City Fire and Rescue Company 11,-78.21611,39.08389
17,367982543,2002,fire_station,Millwood Volunteer Fire and Rescue Company 21,-78.15352,39.15543
18,367990470,2008,town_hall,Middletown Town Hall,-78.27851,39.02762
19,3009272856,2005,post_office,"Stephenson, VA  22656",-78.11315,39.23381
20,7098793779,2001,police,Virginia State Police Area Office,-78.19449,39.12533
