name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
DARLINGTON HEIGHTS FIRE HOUSE,"2673 DARLINGTON HEIGHTS RD PAMPLIN, VA 23958",False,"501 - DARLINGTON HTS - 0000, 501 - DARLINGTON HTS - 1850",False,-78.59505,37.19865,
FARMVILLE AREA BUS,"502 DOSWELL ST FARMVILLE, VA 23901-1665",False,"101 - FARMVILLE - 0950E, 101 - FARMVILLE - 0000, 101 - FARMVILLE - 0950D, 101 - FARMVILLE - 0950A",False,-78.38071,37.30297,
HAMPDEN SYDNEY FIRE DEPARTMENT,"159 S. BOUNDARY RD FARMVILLE, VA 23901",False,401 - HAMPDEN - 0000,False,-78.46094,37.23878,
MT PLEASANT METHODIST CHURCH,"5083 MT PLEASANT RD MEHERRIN, VA 23954-3059",False,302 - MT PLEASANT - 0000,False,-78.44262,37.14369,
MT ZION SECOND BAPTIST CHURCH,"3753 GREEN BAY RD GREEN BAY, VA 23942-2410",False,301 - LEIGH - 0000,False,-78.33362,37.17967,
PHILLIP F GAY FIRE HOUSE,"1000 W 3RD ST FARMVILLE, VA 23901-2633",False,"701 - WEST END - 0950B, 701 - WEST END - 0950C, 701 - WEST END - 0000, 701 - WEST END - 0950E, 701 - WEST END - 0950A",False,-78.40546,37.30439,
PRINCE EDWARD ELKS LODGE #269,"636 S MAIN ST FARMVILLE, VA 23901-2140",False,"801 - CENTER - 0950B, 801 - CENTER - 0950C, 801 - CENTER - 0950D, 801 - CENTER - 0950E",False,-78.39506,37.2934,
PROSPECT FIRE HOUSE,"45 CAMPBELL HILL RD PROSPECT, VA 23960-2156",False,601 - PROSPECT - 0000,False,-78.55974,37.3026,
Prince Edward County Department of Social Services Building,"56-B SMI WAY FARMVILLE, VA 23901-3067",False,"502 - BUFFALO HTS - 0000, 502 - BUFFALO HTS - 0950A",False,-78.42062,37.3136,
Prince Edward County Registrar Office,124 N. MAIN STREET 2ND FLOOR FARMVILLE VA 23901,True,Locality wide location,False,-78.39213,37.30158,
RICE FIRE HOUSE,"948 RICES DEPOT RD RICE, VA 23966-2224",False,201 - LOCKETT - 0000,False,-78.28921,37.27234,
