name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
AUBURN MIDDLE SCHOOL,"7270 RILEY RD WARRENTON, VA 20187",False,502 - NEW BALTIMORE - 0000,False,-77.7157,38.73757,
BRUMFIELD ELEMENTARY SCHOOL,"550 ALWINGTON BLVD WARRENTON, VA 20186-3703",False,404 - SPRINGS VALLEY - 0000,False,-77.7951,38.70046,
C HUNTER RITCHIE ELEMENTARY SCHOOL,"4416 BROAD RUN CHURCH RD WARRENTON, VA 20187-2535",False,504 - VINT HILL - 0000,False,-77.69488,38.75981,
CEDAR LEE MIDDLE SCHOOL,"11138 MARSH RD BEALETON, VA 22712-9360",False,303 - BEALETON - 0000,False,-77.7672,38.57548,
CM BRADLEY ELEMENTARY SCHOOL,"674 HASTINGS LN WARRENTON, VA 20186-2110",False,202 - AIRLIE - 0000,False,-77.79965,38.73478,
EMMANUEL EPISCOPAL CHURCH,"9668 MAIDSTONE RD DELAPLANE, VA 20144-2211",False,402 - LEEDS - 0000,False,-77.91248,38.90031,
FAUQUIER HIGH SCHOOL,"705 WATERLOO RD WARRENTON, VA 20186-3038",False,403 - WATERLOO - 0000,False,-77.81403,38.72025,
GRACE EPISCOPAL CHURCH,"6507 MAIN ST THE PLAINS, VA 20198",False,"501 - THE PLAINS - 0001, 501 - THE PLAINS - 0000",False,-77.77592,38.8619,
GROVE BAPTIST CHURCH,"14260 GOLDVEIN RD GOLDVEIN, VA 22720-1802",False,104 - LOIS - 0000,False,-77.652,38.44741,
HM PEARSON ELEMENTARY SCHOOL,"9347 BASTABLE MILL RD CATLETT, VA 20119",False,103 - CASANOVA - 0000,False,-77.67733,38.64873,
KETTLE RUN HIGH SCHOOL,"7403 ACADEMIC AVE NOKESVILLE, VA 20181",False,101 - KETTLE RUN - 0000,False,-77.68117,38.73213,
LIBERTY HIGH SCHOOL,"6300 INDEPENDENCE AVE BEALETON, VA 22712-6843",False,105 - OPAL - 0000,False,-77.76725,38.58765,
MARSHALL RURITAN CLUB,"8400 SALEM AVENUE MARSHALL, VA 20115",False,401 - MARSHALL - 0000,False,-77.86062,38.8652,
MARY WALTER ELEMENTARY SCHOOL,"4529 MORRISVILLE RD MORRISVILLE, VA 22712-7365",False,"301 - MORRISVILLE - 0000, 301 - MORRISVILLE - 2030",False,-77.70347,38.50259,
MM PIERCE ELEMENTARY SCHOOL,"12074 JAMES MADISON ST REMINGTON, VA 22734-2167",False,"302 - REMINGTON - 0001, 302 - REMINGTON - 2030-5",False,-77.80736,38.53877,
OUR SAVIOUR LUTHERAN CHURCH,"6194 DUMFRIES RD WARRENTON, VA 20187-4169",False,503 - BROAD RUN - 0000,False,-77.7626,38.73703,
PB SMITH ELEMENTARY SCHOOL,"6176 DUMFRIES RD WARRENTON, VA 20187",False,106 - BALDWIN RIDGE - 0000,False,-77.76023,38.73633,
SOUTHEASTERN ALTERNATIVE SCHOOL,"4484 CATLETT RD MIDLAND, VA 22728",False,102 - CATLETT - 0000,False,-77.69155,38.6232,
WARRENTON COMMUNITY CENTER,"430 E SHIRLEY AVE WARRENTON, VA 20186",False,"203 - WARRENTON - 2570E, 203 - WARRENTON - 2570D, 203 - WARRENTON - 2570C, 203 - WARRENTON - 2570B",False,-77.79004,38.69969,
WARRENTON PRESBYTERIAN CHURCH,"91 MAIN ST WARRENTON, VA 20186-3422",False,"201 - COURTHOUSE - 2570C, 201 - COURTHOUSE - 2570A, 201 - COURTHOUSE - 2570E, 201 - COURTHOUSE - 2570B, 201 - COURTHOUSE - 2570D",False,-77.79281,38.71289,
