geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,vbm_blk_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,turnout_blk_2016,tot_elignonreg_prc_final_dup_flag_x,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,vbm_blk_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020,turnout_blk_2020,tot_elignonreg_prc_final_dup_flag_y
51035080100,35.0,0.00139,1.0,0.95752,0.0,0.1916,0.0,0.13189,0.0,0.05757,1.0,0.0,1.0,0.0,1.0,0.03541,1.0,0.0,1.0,0.96459,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02892,1.0,0.00649,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11381,0.0,0.10288,0.0,0.43781,0.13083,3683.0,224.86913,16.37842,0.08054,0.0,,0.09514,0.0,0.71865,0.62339,0.0,0.58971,0.41201,0.0,0.09885,0.25944,0.0,0.11224,0.02312,0.75733,0.48182,1.0,0.60591,0.63839,0.0
51035080200,35.0,0.01595,1.0,0.97189,0.0,0.1192,0.0,0.20608,0.0,0.0636,1.0,0.00086,1.0,0.00647,1.0,0.02393,1.0,0.0,1.0,0.93769,0.0,0.02285,1.0,0.0,1.0,0.0,1.0,0.00065,1.0,0.00043,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.14049,0.0,0.07408,0.0,0.29765,0.15919,4763.0,117.07075,40.6848,0.09268,0.0,1.0,0.10525,0.11553,0.70807,0.68207,0.0759,0.578,0.36263,0.0,0.12418,0.19857,0.0,0.14794,0.57625,0.74793,0.50215,1.0,0.59072,0.15295,0.0
51035080300,35.0,0.03166,1.0,0.94755,0.0,0.16515,1.0,0.17642,0.0,0.06098,1.0,0.0,1.0,0.0216,1.0,0.12421,0.0,0.0,1.0,0.85036,0.0,0.02115,1.0,0.01485,1.0,0.0,1.0,0.06728,1.0,0.02093,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13849,0.0,0.10231,0.0,0.01949,0.16382,4723.0,204.35483,23.11176,0.07423,0.0,0.0,0.12494,0.12503,0.7037,0.28571,0.0,0.58718,0.72734,0.0,0.0904,0.2,0.0,0.14045,0.0,0.75849,0.3125,1.0,0.61806,0.42857,0.0
51035080401,35.0,0.00446,1.0,0.94865,0.0,0.14883,0.0,0.09574,0.0,0.05127,1.0,0.0,1.0,0.0,1.0,0.01002,1.0,0.0079,1.0,0.97764,0.0,0.00501,1.0,0.0,1.0,0.0,1.0,0.00501,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08104,0.0,0.0486,0.0,0.06993,0.09487,2812.0,60.29365,46.63841,,,,,,,,,,,,0.12254,0.03162,0.0,0.11581,1.0,0.74822,0.24818,0.0,0.62296,0.22412,0.0
51035080402,35.0,0.00447,1.0,0.94868,0.0,0.1489,0.0,0.09585,0.0,0.0513,1.0,0.0,1.0,0.0,1.0,0.01005,1.0,0.00789,1.0,0.97763,0.0,0.005,1.0,0.0,1.0,0.0,1.0,0.00504,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07853,0.0,0.09739,0.0,0.01918,0.08738,2584.0,91.91079,28.11422,,,,,,,,,,,,0.12958,0.33108,0.0,0.09454,0.05469,0.75575,0.3839,0.0,0.54686,0.67699,0.0
51035080501,35.0,0.0034,1.0,0.9328,0.0,0.12923,0.0,0.09094,0.0,0.08412,1.0,0.0024,1.0,0.00074,1.0,0.00647,1.0,0.0,1.0,0.97985,0.0,0.00055,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00277,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0024,1.0,0.0,1.0,0.0,1.0,0.09778,0.0,0.27409,0.0,0.02568,0.09163,2508.0,233.983,10.71873,,,,,,,,,,,,0.11566,0.0,0.0,0.12936,0.82664,0.77935,0.56066,1.0,0.68231,1.0,0.0
51035080502,35.0,0.00341,1.0,0.93283,0.0,0.12925,0.0,0.09099,0.0,0.08411,1.0,0.0024,1.0,0.00074,1.0,0.00648,1.0,0.0,1.0,0.97983,0.0,0.00055,1.0,0.0,1.0,0.0,1.0,1e-05,1.0,0.00277,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0024,1.0,0.0,1.0,0.0,1.0,0.07921,0.0,0.21392,0.0,0.05507,0.077,2192.0,83.97553,26.10284,,,,,,,,,,,,0.13791,0.0,0.0,0.13545,0.51948,0.76597,0.47601,1.0,0.60823,1.0,0.0
51035080601,35.0,0.01491,1.0,0.96625,0.0,0.1889,0.0,0.16167,0.0,0.06842,1.0,0.0,1.0,0.0,1.0,0.02314,1.0,0.00317,1.0,0.96895,0.0,1e-05,1.0,0.0,1.0,0.0,1.0,0.02313,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06019,0.0,0.155,0.0,0.00464,0.06203,1851.0,95.62808,19.35624,0.07628,0.0,0.0,0.21556,0.08723,0.71208,0.40199,0.0,0.70597,0.48662,0.0,0.11402,0.31864,0.0,0.08947,0.0,0.73583,0.35204,0.0,0.53898,0.55056,0.0
51035080603,35.0,0.01986,1.0,0.97412,0.0,0.17444,0.0,0.18107,0.0,0.06832,1.0,0.0,1.0,0.0073,1.0,0.0283,1.0,0.00641,1.0,0.94053,0.0,0.0,1.0,0.00442,1.0,0.0,1.0,0.01857,1.0,0.00531,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08272,0.0,0.14357,0.0,0.05476,0.08371,2531.0,86.36993,29.30418,,,,,,,,,,,,0.1119,0.0,0.0,0.12729,0.31042,0.71163,0.17452,0.0,0.64946,0.54768,0.0
51035080604,35.0,0.01986,1.0,0.97412,0.0,0.17444,0.0,0.18107,0.0,0.06832,1.0,0.0,1.0,0.0073,1.0,0.0283,1.0,0.00641,1.0,0.94053,0.0,0.0,1.0,0.00442,1.0,0.0,1.0,0.01857,1.0,0.00531,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12774,0.0,0.15045,0.0,0.01578,0.04954,1700.0,38.71295,43.91295,,,,,,,,,,,,0.11248,0.0,0.0,0.04594,1.0,0.6817,0.25269,0.0,0.5746,0.5,0.0
