name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
ABUNDANT LIFE FELLOWSHIP,"4491 OLD PIKE RD PILOT, VA 24138-1303",False,404 - PRECINCT D-4 - 0000,False,-80.35651,37.04964,
AUBURN HIGH SCHOOL,"1650 AUBURN SCHOOL DR RINER, VA 24149-2513",False,402 - PRECINCT D-2 - 0000,False,-80.4436,37.05984,
BELMONT CHRISTIAN CHURCH,"1500 PEPPERS FERRY ROAD CHRISTIANSBURG, VA 24073-6023",False,"203 - PRECINCT B-3 - 0003, 203 - PRECINCT B-3 - 0002, 203 - PRECINCT B-3 - 0001",False,-80.45115,37.16656,
BETHEL UNITED METHODIST CHURCH,"1060 LOVELY MOUNT DR RADFORD, VA 24141-5932",False,"403 - PRECINCT D-3 - 0000, 403 - PRECINCT D-3 - 0001",False,-80.52715,37.10007,
BLACKSBURG BRANCH LIBRARY,"200 MILLER ST BLACKSBURG, VA 24060-4700",False,102 - PRECINCT A-2 - 0001,False,-80.41273,37.22577,
BLACKSBURG COMMUNITY CENTER,"725 PATRICK HENRY DR BLACKSBURG, VA 24060-3138",False,"701 - PRECINCT G-1 - 0001, 701 - PRECINCT G-1 - 0002, 701 - PRECINCT G-1 - 0000",False,-80.41179,37.24423,
BLACKSBURG MIDDLE SCHOOL,"3109 PRICES FORK RD BLACKSBURG, VA 24060-3727",False,"602 - PRECINCT F-2 - 0000, 602 - PRECINCT F-2 - 0001",False,-80.46165,37.21475,
C'BURG CHURCH OF THE BRETHREN,"310 S FRANKLIN ST CHRISTIANSBURG, VA 24073-3504",False,"202 - PRECINCT B-2 - 0000, 202 - PRECINCT B-2 - 0001",False,-80.40392,37.1265,
CHRISTIANBRG CHURCH OF CHRIST,"1250 S FRANKLIN ST CHRISTIANSBURG, VA 24073-4410",False,"302 - PRECINCT C-2 - 0000, 302 - PRECINCT C-2 - 0001",False,-80.39634,37.11837,
CHRISTIANSBURG MIDDLE SCHOOL,"1205 BUFFALO DRIVE CHRISTIANSBURG, VA 24073",False,"405 - PRECINCT D-5 - 0003, 405 - PRECINCT D-5 - 0004, 405 - PRECINCT D-5 - 0000, 405 - PRECINCT D-5 - 0002",False,-80.425,37.12261,
CHRISTIANSBURG RECREATION CENTER,"1600 N FRANKLIN ST CHRISTIANSBURG, VA 24073",False,"204 - PRECINCT B-4 - 0001, 204 - PRECINCT B-4 - 0000",False,-80.416,37.15168,
COMMONWEALTH BALLROOM,"290 COLLEGE AVE BLACKBURG, VA 24061",False,"503 - PRECINCT E-3 - 0002, 503 - PRECINCT E-3 - 0001",False,-80.41802,37.22956,
FALLING BRANCH ELEMENTARY SCH,"735 FALLING BRANCH RD CHRISTIANSBURG, VA 24073-7301",False,"304 - PRECINCT C-4 - 0000, 304 - PRECINCT C-4 - 0004, 304 - PRECINCT C-4 - 0005, 304 - PRECINCT C-4 - 0001, 304 - PRECINCT C-4 - 0002",False,-80.37207,37.12619,
GILBERT LINKOUS ELEMENTARY SCH,"813 TOMS CREEK RD BLACKSBURG, VA 24060-3251",False,702 - PRECINCT G-2 - 0000,False,-80.42544,37.23702,
HALLS UNITED METHODIST CHURCH,"4302 NORTHFORK RD ELLISTON, VA 24087-3226",False,"303 - PRECINCT C-3 - 0000, 303 - PRECINCT C-3 - 0001",False,-80.2684,37.23826,
LONGSHOP MCCOY FIRE DEPARTMENT,"5770 MCCOY RD BLACKSBURG, VA 24060-0946",False,"502 - PRECINCT E-2 - 0001, 502 - PRECINCT E-2 - 0000",False,-80.57763,37.21658,
LUTHER MEMORIAL LUTHERN CHURCH,"600 PRICES FORK RD BLACKSBURG, VA 24060-3225",False,"601 - PRECINCT F-1 - 0000, 601 - PRECINCT F-1 - 0001",False,-80.42574,37.2336,
MARGARET BEEKS ELEMENTARY SCH,"709 AIRPORT RD BLACKSBURG, VA 24060-5405",False,"103 - PRECINCT A-3 - 0003, 103 - PRECINCT A-3 - 0002, 103 - PRECINCT A-3 - 0000, 103 - PRECINCT A-3 - 0001",False,-80.40587,37.21429,
Meadowbrook Branch Public Library,"267 ALLEGHANY SPRING ROAD SHAWSVILLE, VA 24162",False,"301 - PRECINCT C-1 - 0000, 301 - PRECINCT C-1 - 0001",False,-80.25592,37.16708,
Montgomery County Government Center,"7554 ROANOKE ST., MP1 CHRISTIANSBURG VA 24073",True,Locality wide location,False,-80.37184,37.13472,
Montgomery County Registrar Office,755 ROANOKE ST. STE 1F CHRISTIANSBURG VA 24073,True,Locality wide location,False,-80.39291,37.13105,
NORTH FORK BAPTIST CHURCH,"905 LUSTERS GATE RD BLACKSBURG, VA 24060-0203",False,"201 - PRECINCT B-1 - 0002, 201 - PRECINCT B-1 - 0000",False,-80.36811,37.19119,
SLUSSERS CHAPEL CHURCH OF GOD,"1543 MOUNT TABOR RD BLACKSBURG, VA 24060-8603",False,"101 - PRECINCT A-1 - 0001, 101 - PRECINCT A-1 - 0000",False,-80.39385,37.26964,
ST MICHAEL LUTHERAN CHURCH,"2308 MERRIMAC RD BLACKSBURG, VA 24060-3756",False,"501 - PRECINCT E-1 - 0002, 501 - PRECINCT E-1 - 0000, 501 - PRECINCT E-1 - 0001",False,-80.46661,37.21102,
Squires Student Center - F3,"290 COLLEGE AVENUE BLACKSBURG, VA 24061",False,603 - PRECINCT F-3 - 0000,False,-80.41802,37.22956,
Victory Restoration Church,"190 BISHOPS GATE RD N.W CHRISTIANSBURG, VA 24073",False,"401 - PRECINCT D-1 - 0001, 401 - PRECINCT D-1 - 0000",False,-80.42621,37.11945,
Montgomery County Government Center,7554 ROANOKE ST MP1 CHRISTIANSBURG VA 24073,True,Locality wide location,False,-80.37184,37.13472,
Montgomery County Registrar Office,755 ROANOKE ST STE 1F CHRISTIANSBURG VA 24073,True,Locality wide location,False,-80.39291,37.13105,
