name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
AlexRenew,"1800 LIMERICK ST ALEXANDRIA, VA 22314",False,112 - ALEX RENEW - 0000,False,-77.06187,38.79797,
Beatley Library,"5005 DUKE STREET ALEXANDRIA, VA 22304",False,303 - CHARLES E BEATLEY LIBRARY - 0000,False,-77.11719,38.81228,
Blessed Sacrament Church,"1427 W BRADDOCK RD ALEXANDRIA, VA 22302",False,204 - BLESSED SACRAMENT CHURCH - 0000,False,-77.0836,38.8272,
Cameron Station,"200 CAMERON STATION BLVD ALEXANDRIA, VA 22304",False,308 - CAMERON STATION COMMUNITY CTR - 0000,False,-77.11837,38.80888,
Charles Barrett Center,"1115 MARTHA CUSTIS DRIVE ALEXANDRIA , VA 22302",False,203 - CHARLES BARRETT CENTER - 0000,False,-77.077,38.8421,
Charles Houston Center,"901 WYTHE STREET ALEXANDRIA, VA 22314",False,101 - LADREY SENIOR BUILDING - 0000,False,-77.04831,38.81269,
Charles Houston Center,"901 WYTHE STREET ALEXANDRIA, VA 22314",False,110 - CHARLES HOUSTON CENTER - 0000,False,-77.04831,38.81269,
Chinquapin Rec Center,"3210 KING STREET ALEXANDRIA , VA 22302",False,206 - CHINQUAPIN PARK RECREATION CTR - 0000,False,-77.08334,38.82317,
City Hall,"301 KING STREET ALEXANDRIA , VA 22314",False,102 - CITY HALL - 0000,False,-77.043,38.80494,
Cora Kelly - Chick Armstrong Center,"25 W REED AVE ALEXANDRIA , VA 22305",False,106 - CORA KELLY - 0000,False,-77.05806,38.83693,
Durant center,"1605 CAMERON STREET ALEXANDRIA, VA 22314",False,104 - DURANT CENTER - 0000,False,-77.05636,38.80792,
Fire Dept Headquarters,"900 SECOND STREET ALEXANDRIA , VA 22314",False,109 - FIRE DEPARTMENT HEADQUARTERS - 0000,False,-77.04664,38.81632,
George Mason School,"2601 CAMERON MILLS ROAD ALEXANDRIA, VA 22302",False,202 - GEORGE MASON SCHOOL - 0000,False,-77.07309,38.82845,
George Washington School,"1005 MT. VERNON AVE ALEXANDRIA , VA 22301",False,108 - GEORGE WASHINGTON MIDDLE SCH - 0000,False,-77.05546,38.81586,
JOHN ADAMS SCHOOL,"5651 RAYBURN AVE ALEXANDRIA, VA 22311-5704",False,210 - The Hermitage - 0000,False,-77.1257,38.83361,
JOHN ADAMS SCHOOL,"5651 RAYBURN AVE ALEXANDRIA, VA 22311-5704",False,305 - JOHN ADAMS SCHOOL - 0000,False,-77.1257,38.83361,
James K. Polk School,"5000 POLK AVE ALEXANDRIA , VA 22304",False,209 - JAMES K POLK SCHOOL - 0000,False,-77.11607,38.82152,
Lee Center,"1108 JEFFERSON STREET ALEXANDRIA, VA 22314",False,105 - LEE CENTER - 0000,False,-77.05366,38.79717,
Lyles Crouch School,"530 S. ST. ASAPH ST ALEXANDRIA, VA 22314",False,103 - LYLES CROUCH SCHOOL - 0000,False,-77.04664,38.79944,
MAURY SCHOOL,"600 RUSSELL RD ALEXANDRIA, VA 22301-2528",False,201 - MAURY SCHOOL - 0000,False,-77.06517,38.81277,
MT VERNON RECREATION CENTER,"2701 COMMONWEALTH AVE ALEXANDRIA, VA 22305-2535",False,107 - MT VERNON RECREATION CENTER - 0000,False,-77.05963,38.82842,
NOVA Arts Center,"4915 EAST CAMPUS DRIVE ALEXANDRIA, VA 22311",False,208 - NOVA ARTS CENTER - 0000,False,-77.11139,38.83997,
Olympus Condo,"6301 STEVENSON AVE ALEXANDRIA , VA 22304",False,309 - OLYMPUS CONDO - 0000,False,-77.14029,38.81374,
Patrick Henry Center,"4653 TANEY AVE ALEXANDRIA, VA 22304",False,302 - PATRICK HENRY REC CENTER - 0000,False,-77.11258,38.81686,
SAMUEL TUCKER SCHOOL,"435 FERDINAND DAY DR ALEXANDRIA, VA 22304-8653",False,304 - SAMUEL TUCKER SCHOOL - 0000,False,-77.12649,38.80548,
South Port Apartments,"6112 EDSALL ROAD ALEXANDRIA, VA 22304",False,307 - SOUTH PORT - 0000,False,-77.13846,38.80647,
Station at Potomac Yard,"650 MASKELL ST ALEXANDRIA , VA 22301",False,111 - POTOMAC YARD - 0000,False,-77.05046,38.83109,
Temple Beth El,"3830 SEMINARY ROAD ALEXANDRIA, VA 22304",False,207 - TEMPLE BETH EL SYNAGOGUE - 0000,False,-77.09629,38.8206,
The George Washington Masonic National Memorial,"101 CALLAHAN DR ALEXANDRIA, VA 22301",False,205 - DOUGLAS MACARTHUR SCHOOL - 0000,False,-77.06598,38.80756,
William Ramsay Center,"5650 SANGER AVE ALEXANDRIA , VA 22311",False,306 - WILLIAM RAMSAY SCHOOL - 0000,False,-77.13135,38.82789,
