name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BOWLING GREEN TOWN HALL,"117 BUTLER STREET BOWLING GREEN, VA 22427",False,"101 - BOWLING GREEN - 0001, 101 - BOWLING GREEN - 0000, 101 - BOWLING GREEN - 0002",False,-77.34514,38.05149,
CAROLINE HIGH SCHOOL,"19155 ROGERS CLARK BLVD RUTHER GLEN, VA 22546",False,"502 - MILFORD - 0002, 502 - MILFORD - 0001",False,-77.41354,37.99914,
CAROLINE HIGH SCHOOL,"19155 ROGERS CLARK BLVD RUTHER GLEN, VA 22546-4009",False,501 - WEST MATTAPONI - 0000,False,-77.41354,37.99914,
COUNTY LINE BAPTIST CHURCH,"3461 LADYSMITH RD RUTHER GLEN, VA 22546",False,601 - CHILESBURG - 0000,False,-77.58323,38.0021,
COUNTY LINE BAPTIST CHURCH,"3461 LADYSMITH RD RUTHER GLEN, VA 22546",False,602 - LAKE - 0001,False,-77.58323,38.0021,
DAWN LIBRARY,"31046 RICHMOND TRPK HANOVER, VA 23069",False,401 - DAWN - 0000,False,-77.36972,37.8388,
LEWIS & CLARK ELEMENTARY SCHOOL,"18101 CLARK & YORK BLVD RUTHER GLEN, VA 22546",False,201 - NORTH MADISON - 0000,False,-77.53148,38.01962,
LEWIS & CLARK ELEMENTARY SCHOOL,"18101 CLARK & YORK BLVD RUTHER GLEN, VA 22546",False,202 - SOUTH MADISON - 0001,False,-77.53148,38.01962,
PORT ROYAL TOWN  HALL,"419 KING ST PORT ROYAL, VA 22535",False,"301 - PORT ROYAL - 0001, 301 - PORT ROYAL - 0000",False,-77.19194,38.16905,
SALEM BAPTIST CHURCH,"24032 SPARTA RD SPARTA, VA 22552",False,"102 - SPARTA - 0002, 102 - SPARTA - 0003",False,-77.23284,37.98996,
THE CARMEL SCHOOL,"9020 JERICHO RD. RUTHER GLEN, VA 22546",False,402 - CARMEL CHURCH - 0001,False,-77.53728,37.94536,
UPPER CAROLINE VOLUNTEER FIRE DEPT,"12581 STONEWALL JACKSON RD WOODFORD, VA 22580",False,"302 - WOODFORD - 0003, 302 - WOODFORD - 0002",False,-77.42425,38.15318,
