osm_id,code,fclass,name,lon,lat
356567782,2082,school,Academy School,-80.06115,37.29347
356568168,2082,school,Conehurst Elementary School,-80.02337,37.29958
356569651,2082,school,South Salem School,-80.06504,37.28263
356592972,2082,school,Berean Christian Academy,-80.0251,37.30526
356592976,2082,school,Broad Street Junior High School,-80.05865,37.29402
356593041,2082,school,West Salem Elementary School,-80.07532,37.2968
2316616641,2303,cafe,Starbucks,-80.02772,37.29627
2363519295,2501,supermarket,Food Lion,-80.09412,37.28944
6296269871,2501,supermarket,Kroger,-80.08305,37.29057
