name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
BOONES MILL ELEMENTARY SCHOOL,"265 TAYLORS RD BOONES MILL, VA 24065-4506",False,"601 - BOONES MILL - 0230, 601 - BOONES MILL - 0000",False,-79.92941,37.09095,
BURNT CHIMNEY ELEM SCHOOL,"80 BURNT CHIMNEY RD WIRTZ, VA 24184-4269",False,102 - BURNT CHIMNEY - 0000,False,-79.81645,37.10123,
CALLAWAY ELEMENTARY SCHOOL,"8451 CALLAWAY RD CALLAWAY, VA 24067-4200",False,502 - CALLAWAY - 0000,False,-80.04769,37.01179,
COOPERS COVE COMMUNITY CENTER,"35 PENICK PL HARDY, VA 24101-3537",False,603 - COOPERS COVE - 0000,False,-79.82733,37.21957,
CROSSROADS RURITAN CLUB BLDG,"7155 DRY HILL RD FERRUM, VA 24088-2634",False,403 - ENDICOTT - 0000,False,-80.08493,36.91168,
DUDLEY ELEMENTARY SCHOOL,"7250 BROOKS MILL RD WIRTZ, VA 24184-3552",False,"204 - DUDLEY - 0000, 204 - DUDLEY - 0001",False,-79.75006,37.07905,
FAIRMONT BAPTIST CHURCH,"1669 BETHLEHEM RD BOONES MILL, VA 24065-3651",False,503 - BOWMANS - 0000,False,-80.02164,37.06242,
FERRUM ELEMENTARY SCHOOL,"660 FERRUM SCHOOL ROAD FERRUM, VA 24088-4418",False,402 - FERRUM - 0000,False,-80.0266,36.92311,
FOREST HILL CHRISTIAN CHURCH,"13181 SNOW CREEK RD PENHOOK, VA 24137-1175",False,304 - DICKINSON - 0000,False,-79.68805,36.9195,
FORK MOUNTAIN V F D,"2805 VIRGIL H GOODE HWY ROCKY MOUNT, VA 24151-3551",False,302 - FORK MOUNTAIN - 0000,False,-79.90112,36.84576,
Franklin County Registrar Office,1255 FRANKLIN STREET STE #106 ROCKY MOUNT VA 24151,True,Locality wide location,False,-79.90237,36.99013,
GLADE HILL ELEMENTARY SCHOOL,"8081 OLD FRANKLIN TPKE GLADE HILL, VA 24092-3854",False,"201 - GLADE HILL - 0000, 201 - GLADE HILL - 0001",False,-79.74853,36.98767,
GOGGINSVILLE FAMILY CENTER,"114 GOGGINSVILLE RD ROCKY MOUNT, VA 24151-4953",False,504 - GOGGINSVILLE - 0000,False,-79.92576,37.04239,
HENRY ELEMENTARY SCHOOL,"200 HENRY SCHOOL RD HENRY, VA 24102-3359",False,"401 - HENRY - 0001, 401 - HENRY - 0000",False,-79.92848,36.84903,
LEONARD GEREAU CATCE CTR BLDG,"150 TECHNOLOGY DR ROCKY MOUNT, VA 24151-2967",False,"702 - ROCKY MOUNT WEST - 2110B, 702 - ROCKY MOUNT WEST - 0000",False,-79.89605,37.01475,
PENHOOK METHODIST CHURCH,"29 MORGANS FORK RD PENHOOK, VA 24137-1111",False,"202 - PENHOOK - 0001, 202 - PENHOOK - 0000",False,-79.62578,36.98075,
PIGG RIVER MISSIONARY BAPTIST COMMUNITY CTR,"2410 SOUTH MAIN STREET ROCKY MOUNT, VA 24151-5994",False,"703 - ROCKY MOUNT SOUTH - 0001, 703 - ROCKY MOUNT SOUTH - 0000",False,-79.87632,36.96942,
RED VALLEY RESCUE SQUAD BLDG,"2885 JUBAL EARLY HWY BOONES MILL, VA 24065-4652",False,602 - BONBROOK - 0000,False,-79.8553,37.13337,
ROCKY MOUNT ELEMENTARY SCHOOL,"555 SCHOOL BOARD RD ROCKY MOUNT, VA 24151-8604",False,"203 - HODGESVILLE - 0000, 203 - HODGESVILLE - 0001",False,-79.86551,37.01962,
ROCKY MOUNT FIRST CHURCH OF THE BRETHREN,"405 TANYARD RD ROCKY MOUNT, VA 24151-1540",False,"701 - ROCKY MOUNT EAST - 0001, 701 - ROCKY MOUNT EAST - 0000, 701 - ROCKY MOUNT EAST - 0002, 701 - ROCKY MOUNT EAST - 2110-A, 701 - ROCKY MOUNT EAST - 2110A",False,-79.88223,37.0027,
SCRUGGS VFD & RESCUE SQD BLDG,"2090 BLUEWATER DR MONETA, VA 24121-4931",False,103 - SCRUGGS - 0000,False,-79.6621,37.07896,
SNOW CREEK RESCUE SQUAD BLDG,"7049 SNOW CREEK RD PENHOOK, VA 24137-1379",False,301 - SNOW CREEK - 0000,False,-79.73396,36.84613,
SONTAG ELEMENTARY SCHOOL,"3101 SONTAG RD ROCKY MOUNT, VA 24151-3426",False,303 - SONTAG - 0000,False,-79.84031,36.92722,
WAIDSBORO RURITAN CLUB BLDG,"370 RURITAN RD ROCKY MOUNT, VA 24151-5235",False,"501 - WAIDSBORO - 0001, 501 - WAIDSBORO - 0000",False,-79.93923,36.94349,
Franklin County Registrar Office,1255 FRANKLIN STREET T STE #106 ROCKY MOUNT VA 24151,True,Locality wide location,False,-79.90237,36.99013,
