name,address,Is Early Voting,Precincts (Or Locality-wide),Is Drop Off,lon,lat,V11
AGAPE CENTER,"10629 WARDS RD RUSTBURG, VA 24588",False,502 - YELLOW BRANCH - 0000,False,-79.17095,37.27498,
Altavista Fire Company,"1280 MAIN STREET ALTAVISTA, VA 24517",False,"303 - ALTAVISTA - 0001, 303 - ALTAVISTA - 0000",False,-79.27522,37.12007,
BROOKNEAL RESCUE SQUAD,"1104 LYNCHBURG AVE BROOKNEAL, VA 24528",False,"701 - BROOKNEAL - 0000, 701 - BROOKNEAL - 0001",False,-78.94964,37.059,
CALVARY BAPTIST CHURCH,"9388 VILLAGE HWY CONCORD, VA 24538",False,"602 - CONCORD - 0001, 602 - CONCORD - 0000",False,-78.98156,37.33699,
EASTBROOK BAPTIST CHURCH,"3104 EASTBROOK RD LYNCHBURG, VA 24501",False,"601 - KINGS - 0000, 601 - KINGS - 0001",False,-79.10138,37.36701,
Evington Volunteer Fire Department,"10624 COLONIAL HWY EVINGTON , VA 24550",False,301 - EVINGTON - 0000,False,-79.29211,37.23277,
GRACE CHURCH,"21129 TIMBERLAKE RD LYNCHBURG, VA 24502",False,101 - BROOKVILLE - 0000,False,-79.24494,37.3341,
Gladys Volunteer Fire Department,"8577 BROOKNEAL HWY GLADYS, VA 24554",False,"702 - GLADYS - 0002, 702 - GLADYS - 0003, 702 - GLADYS - 0000",False,-79.0717,37.15997,
HYLAND HEIGHTS BAPTIST CHURCH,"11452 WARDS ROAD RUSTBURG, VA 24588-4177",False,"501 - SPRING HILL - 0000, 501 - SPRING HILL - 0001",False,-79.16605,37.28696,
MOOSE LODGE No. 1727,"934 WATERLICK RD LYNCHBURG, VA 24501-7267",False,202 - BEDFORD SPRINGS - 0000,False,-79.21956,37.30679,
NEW CHAPEL BAPTIST CHURCH,"1977 NEW CHAPEL ROAD RUSTBURG, VA 24588",False,401 - THREE FORKS - 0000,False,-79.01915,37.24348,
PENUEL BAPTIST CHURCH,"2770 WARDS RD ALTAVISTA, VA 24517",False,302 - OTTER RIVER - 0000,False,-79.21099,37.16983,
RUSTBURG ELEMENTARY SCHOOL,"25 WEBBS WAY RUSTBURG, VA 24588-4458",False,402 - COURT HOUSE - 0000,False,-79.10766,37.26901,
TIMBERLAKE UNITED METHODIST CHURCH,"21649 TIMBERLAKE RD LYNCHBURG, VA 24502",False,"102 - NEW LONDON - 0000, 102 - NEW LONDON - 0001",False,-79.24978,37.32802,
TREE OF LIFE MINISTRIES,"2812 GREENVIEW DR LYNCHBURG, VA 24502",False,201 - WALKER - 0000,False,-79.23313,37.34144,
UNION HILL BAPTIST CHURCH,"12935 RED HOUSE RD BROOKNEAL, VA 24528-2950",False,"703 - MORRIS CHURCH - 0001, 703 - MORRIS CHURCH - 0000",False,-78.92118,37.18976,
