geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,vbm_lat_2016,vbm_asn_2016,vbm_youth_2016,turnout_tot_2016,turnout_lat_2016,turnout_asn_2016,turnout_youth_2016,vbm_tot_2020,vbm_lat_2020,vbm_asn_2020,vbm_youth_2020,turnout_tot_2020,turnout_lat_2020,turnout_asn_2020,turnout_youth_2020
51053840101,53.0,0.00349,1.0,0.96768,0.0,0.13084,0.0,0.12212,0.0,0.08314,1.0,0.00182,1.0,0.30992,0.0,0.0005,1.0,0.0,1.0,0.67851,0.0,0.0,1.0,0.0005,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00182,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09525,0.0,0.12192,0.0,0.01219,0.0943,2509.0,288.12603,8.70799,,,,,,,,,0.09085,0.17328,0.0,0.10954,0.75463,0.5312,0.0,0.57413
51053840102,53.0,0.00349,1.0,0.96768,0.0,0.13084,0.0,0.12212,0.0,0.08314,1.0,0.00182,1.0,0.30992,0.0,0.0005,1.0,0.0,1.0,0.67851,0.0,0.0,1.0,0.0005,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00182,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11775,0.0,0.14434,0.0,0.04126,0.11245,3105.0,322.06409,9.64094,,,,,,,,,0.0815,0.05077,1.0,0.12137,0.73932,0.58215,1.0,0.58652
51053840200,53.0,0.00232,1.0,0.97816,0.0,0.1484,0.0,0.1184,0.0,0.04824,1.0,0.00219,1.0,0.16203,0.0,0.00658,1.0,0.0,1.0,0.81386,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00439,1.0,0.00219,1.0,0.0,1.0,0.00219,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16113,0.0,0.08433,0.0,0.13221,0.16704,4467.0,186.51093,23.95034,0.11168,0.17232,0.66667,0.20908,0.72741,0.50459,0.75,0.73905,0.10959,0.15637,0.0,0.10273,0.77216,0.53473,0.66667,0.64202
51053840300,53.0,0.03527,1.0,0.97332,0.0,0.10263,0.0,0.10325,0.0,0.05941,1.0,0.01948,0.0,0.48801,0.0,0.0541,1.0,0.0,1.0,0.39736,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04267,1.0,0.0,1.0,0.0,1.0,0.00242,1.0,0.00242,1.0,0.0,1.0,0.00386,1.0,0.00451,1.0,0.0,1.0,0.20638,0.0,0.0,1.0,0.15284,0.21832,6535.0,17.48948,373.65314,0.10538,0.06138,0.34356,0.09215,0.68112,0.49063,0.6037,0.65864,0.12366,0.23711,0.0,0.11496,0.72343,0.5193,0.58806,0.57448
51053840400,53.0,0.01512,1.0,0.97901,1.0,0.23104,0.0,0.32196,0.0,0.0871,1.0,2e-05,1.0,0.33841,0.0,0.03897,1.0,0.0,1.0,0.61592,0.0,0.01072,1.0,0.0,1.0,0.0,1.0,0.0229,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03141,0.0,0.25215,0.0,0.01219,0.02323,811.0,5.34456,151.74317,0.11837,0.08173,0.66667,0.15212,0.61245,0.37173,0.75,0.73908,0.12799,0.17797,0.0,0.11372,0.68362,0.58854,0.66667,0.55463
51053840500,53.0,0.04721,1.0,0.90033,0.0,0.19117,0.0,0.21426,0.0,0.12021,1.0,0.01471,1.0,0.36686,0.0,0.12498,0.0,1e-05,1.0,0.48682,0.0,2e-05,1.0,0.0,1.0,0.0,1.0,0.01589,1.0,0.04733,1.0,1e-05,1.0,0.0,1.0,0.00264,1.0,0.00745,1.0,2e-05,1.0,0.00172,1.0,0.00168,1.0,0.1422,0.0,0.19158,0.0,0.19175,0.12143,3971.0,68.86015,57.66761,0.08787,0.09918,0.0,0.09808,0.65368,0.46983,0.0,0.57221,0.10384,0.10656,0.0,0.08479,0.69969,0.49701,1.0,0.55411
51053840601,53.0,0.00016,1.0,0.9511,0.0,0.09674,0.0,0.07146,0.0,0.07277,1.0,0.00727,1.0,0.24381,0.0,0.01119,1.0,0.0,1.0,0.71619,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01081,1.0,0.00016,1.0,0.0,1.0,0.0,1.0,0.00723,1.0,3e-05,1.0,0.0,1.0,1e-05,1.0,1e-05,1.0,0.13375,0.0,0.05048,0.0,0.40131,0.14363,3692.0,169.02732,21.84262,,,,,,,,,0.09738,0.18894,0.95343,0.12614,0.76268,0.55984,1.0,0.62055
51053840602,53.0,0.0,1.0,0.95126,0.0,0.09644,0.0,0.07101,0.0,0.0726,1.0,0.00725,1.0,0.24338,0.0,0.01079,1.0,0.0,1.0,0.71699,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01079,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00725,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11213,0.0,0.07,0.0,0.05016,0.1196,3060.0,203.67584,15.02387,,,,,,,,,0.08586,0.10705,1.0,0.12073,0.76376,0.55234,1.0,0.68002
51053980100,53.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,0.00609,0.0,0.0,52.9478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51053840100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10308,0.0432,,0.12265,0.71661,0.64373,0.0,0.65882,,,,,,,,
51053840600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14031,0.07364,,0.149,0.72882,0.51767,0.0,0.6518,,,,,,,,
